ProblemSet,RavensProblem,Answer,Correct,Truth,Confidence,LatencySeconds,InputTokens,OutputTokens,ReasoningTokens,CostUSD,Rule,Error
Basic Problems D,Basic Problem D-12,3,1,3,0.8,24.34,4621,1693,1600,0.000000,"Shapes cycle squares→triangles→stars while the quantities 3,4,5 also cycle, so each row and column contains exactly one 3-shape, one 4-shape and one 5-shape; the blank must be the missing 3-triangle cell.",
Basic Problems E,Basic Problem E-01,1,1,1,0.94,17.02,4621,857,768,0.000000,"In every row the third panel shows the union of all the shapes that appear in the first two panels of that row, so combining G (left+up) and H (right+down) must give a figure containing left, right, up and down triangles.",
Basic Problems E,Basic Problem E-02,7,1,7,0.86,25.92,4621,1240,1152,0.000000,The figure in each cell is the union (superimposed overlay) of the two figures directly above it and/or to its left; therefore the missing figure must overlay all the parts present in C (plus+square) and F (circle+X).,
Basic Problems E,Basic Problem E-03,-1,0,2,,141.98,4621,8000,8000,0.000000,,unparseable: 
Basic Problems E,Basic Problem E-04,-1,0,8,,133.6,4621,8000,8000,0.000000,,unparseable: 
Basic Problems E,Basic Problem E-05,5,1,5,0.91,27.03,4621,1286,1216,0.000000,In every row and column the third cell is the pixel-wise XOR (symmetric difference) of the first two; G XOR H leaves only the outer square.,
Basic Problems E,Basic Problem E-06,8,1,8,0.86,37.71,4621,1817,1728,0.000000,"In every row and every column the centre cell is exactly the union of the shapes contained in the two outer cells, so the missing cell must supply just the diamond (and dot) that, together with G, gives H and, together with C, gives F.",
Basic Problems E,Basic Problem E-07,3,1,3,0.49,23.52,4621,2336,2240,0.000000,"In every row and column three visual elements are present pair-wise: each cell shows exactly two of them and each element must appear exactly twice across the three cells, so the blank must contain the two elements (plus sign and corner squares) that are still missing a second occurrence in its column.",
Basic Problems E,Basic Problem E-08,1,1,1,0.86,75.97,4621,4232,4160,0.000000,In each column the bottom cell is the symmetric-difference (XOR) of the two cells above it; C ⊕ F gives a square outline with both diagonals.,
Basic Problems E,Basic Problem E-09,7,1,7,0.87,22.24,4621,1042,960,0.000000,"In every row the right-hand cell repeats the top shape of the left cell and the bottom shape of the middle cell, so ? needs the top of G (outline triangle) and the bottom of H (filled square).",
Basic Problems E,Basic Problem E-10,8,1,8,0.83,34.11,4621,1639,1536,0.000000,"In every row and in every column the third figure shows only those arrow-like protrusions that appear on BOTH of the first two figures (set intersection of directions Up, Down, Left, Right); thus the bottom-right cell, common to Up∩Down = ∅, contains just the central square with no protrusion.",
Basic Problems E,Basic Problem E-11,-1,0,5,,143.37,4621,8000,8000,0.000000,,unparseable: 
Basic Problems E,Basic Problem E-12,5,0,6,0.35,135.48,4621,7820,7744,0.000000,"The third row is a horizontal mirror of the first row (cells in Row 3 replicate Row 1 in reverse order), so the missing cell must match Cell A (three upright triangles).",
Challenge Problems B,Challenge Problem B-01,6,1,6,0.3,65.8,3017,3788,3712,0.000000,"Across the row the triangle is rotated 90° clockwise, while down the column the figure is replicated three times, so the missing cell is three right-pointing triangles in the rotated arrangement.",
Challenge Problems B,Challenge Problem B-02,5,0,1,0.53,65.3,3017,3856,3776,0.000000,"Each cell is a 180° rotation of the cell that is diagonally opposite it; therefore the bottom-right cell is A rotated 180°, i.e. a downward-pointing isosceles triangle.",
Challenge Problems B,Challenge Problem B-03,2,0,3,0.26,121.86,3017,7007,6912,0.000000,"Row-wise the regions between successive outlines are coloured alternately black and white starting with black at the outside, while column-wise the lower figure has two fewer nested squares than the upper; applying both to C gives outer black ring / white gap / inner black ring / white centre.",
Challenge Problems B,Challenge Problem B-04,1,0,4,0.46,140.25,3017,7847,7744,0.000000,"Left-to-right the pattern alternates colour: starting from the second ring, every other space is filled solid black, while top-to-bottom the two outermost rings are removed (5 rings become 3), so the bottom-right cell must be the 3-ring figure whose middle ring is filled.",
Challenge Problems B,Challenge Problem B-05,6,1,6,0.46,20.5,3017,1225,1152,0.000000,"Each row and each column loses one of the shapes as you move right or down (2→1→0 shapes), so the bottom-right cell must contain no shape at all.",
Challenge Problems B,Challenge Problem B-06,4,0,3,0.22,99.29,3017,5282,5184,0.000000,"Going across each row, the solid-black triangle in the first cell changes to the same-shaped hatched triangle in the second; going down each column, the black/hatched region moves to the opposite side of the same diagonal, so the missing cell must be the hatched version of C.",
Challenge Problems B,Challenge Problem B-07,6,1,6,0.23,82.99,3017,4302,4224,0.000000,"Shape is mirrored left–right across each row and mirrored top–bottom (while changing from solid to striped) down each column, so the answer is the striped circle with its top-left quarter missing.",
Challenge Problems B,Challenge Problem B-08,4,1,4,0.71,6.1,3017,390,320,0.000000,"Number of polygon sides increases by 1 across each row and by 2 down each column, so the missing figure must have 6 sides (a hexagon).",
Challenge Problems B,Challenge Problem B-09,4,1,4,0.77,6.66,3017,321,256,0.000000,"Left-hand column shows striped shapes, right-hand column shows the same shapes completely filled, so the striped heart must become a solid heart.",
Challenge Problems B,Challenge Problem B-10,-1,0,4,,134.32,3017,8000,8000,0.000000,,unparseable: 
Challenge Problems B,Challenge Problem B-11,5,1,5,0.46,29.37,3017,1559,1472,0.000000,"Across each row the figure is mirrored left-to-right, and down each column it is mirrored top-to-bottom, so the missing cell must be B flipped vertically / C flipped horizontally: arrow head on the left, along the bottom edge.",
Challenge Problems B,Challenge Problem B-12,1,1,1,0.46,87.18,3017,5341,5248,0.000000,"The figure in each row is the left-hand figure rotated 90° clockwise, and the figure in each column is the top figure with five extra sides; applying both to the bottom-right cell gives a rotated octagon (visually identical to the octagon in C).",
Challenge Problems C,Challenge Problem C-01,7,1,7,0.41,88.71,4621,5344,5248,0.000000,"The pattern in the grid moves one step down-and-right: every cell (except those in the first row or column) is an exact copy of the cell that is one position up-and-left of it, so the bottom-right cell must be identical to the centre cell E.",
Challenge Problems C,Challenge Problem C-02,7,1,7,0.52,37.7,4621,2306,2240,0.000000,"The count of squares increases by exactly one as you move right or down, so the bottom-right cell must contain five squares in a horizontal row.",
Challenge Problems C,Challenge Problem C-03,3,1,3,0.75,97.79,4621,6636,6528,0.000000,"Each cell forms a rectangular grid whose number of columns equals the column index (1,2,3) and whose number of rows equals the row index (1,2,3); cells with an even (row+column) sum are hollow, odd are filled, so the missing cell must be a 3×3 grid of 9 hollow triangles.",
Challenge Problems C,Challenge Problem C-04,8,1,8,0.71,32.61,4621,2068,1984,0.000000,"Across each row the number of horizontal lines increases 1→2→3, while down each column the number of vertical lines increases 1→2→3, so the missing cell must contain 3 vertical and 3 horizontal lines.",
Challenge Problems C,Challenge Problem C-05,4,1,4,0.67,68.79,4621,3616,3520,0.000000,"The grid is numeric: moving one step right or one step down always removes one item (4−(row+column)); cells whose row+column is even show circles, odd show squares, so the (2,2) cell must contain 0 items – i.e. be blank.",
Challenge Problems C,Challenge Problem C-06,7,1,7,0.87,16.53,4621,991,896,0.000000,"In each column the shape type is fixed (triangles, circles, squares) and the number of shapes increases by +1, +2, +3 down the rows respectively while the fill alternates solid/outline each row; thus the bottom-right cell must show 9 outline squares.",
Challenge Problems C,Challenge Problem C-07,3,1,3,0.93,26.26,4621,1363,1280,0.000000,"The number of triangles equals (row index × column index) and orientation is down when row+column is even and up when it is odd, so cell (3,3) needs 3×3 = 9 downward triangles.",
Challenge Problems C,Challenge Problem C-08,1,1,1,0.78,20.21,4621,1174,1088,0.000000,"Across every row and down every column one texture is gradually replaced by the next (Black → Stripes → Dots: 0 %, 50 %, 100 %), so the bottom-right cell must be 100 % dots.",
Challenge Problems C,Challenge Problem C-09,7,1,7,0.93,19.62,4621,994,896,0.000000,"In every row the small copy of the shape moves from outside (1st column) to partly overlapping (2nd) to completely centred inside the large copy (3rd); the missing cell must therefore show a small diamond centred inside a large diamond with the dot in its centre, which is option 7.",
Challenge Problems C,Challenge Problem C-10,3,1,3,0.91,18.28,4621,1004,896,0.000000,"Each row uses one shape family (row1 circles, row2 squares, row3 octagons) and moves left-to-right from two separate outlines with a central dot, to the two outlines partially overlapping, to two concentric outlines containing a filled centre; therefore the missing cell must be concentric octagons with a central filled octagon.",
Challenge Problems C,Challenge Problem C-11,4,1,4,0.89,23.05,4621,1300,1216,0.000000,"Each row multiplies the number of shapes in the first row by the row index (1,2,3) while each column keeps the same shape; thus the bottom-right cell must contain 3×3 = 9 squares.",
Challenge Problems C,Challenge Problem C-12,2,1,2,0.35,15.78,4621,920,832,0.000000,"Each row and each column contains the three shapes (triangle, circle, square) and the three sizes (small, medium, large) exactly once in a cyclic Latin-square pattern; the bottom-right cell must therefore be the medium-sized circle.",
Challenge Problems D,Challenge Problem D-01,2,1,2,0.17,73.52,4621,4440,4352,0.000000,"In every column, the bottom-left quadrant is added when moving from the second to the third row, so the last cell is cell F (top half black) plus the bottom-left quadrant, leaving only the bottom-right quadrant white.",
Challenge Problems D,Challenge Problem D-02,1,1,1,0.62,65.77,4621,4045,3968,0.000000,"Moving one cell to the right or one cell down, the mouth of the Pac-Man shape is rotated 90° clockwise, so the missing cell must have the mouth pointing right like in cell A.",
Challenge Problems D,Challenge Problem D-03,6,0,1,0.36,81.4,4621,4938,4864,0.000000,"Row 3 is Row 1 rotated 180°, so the triangle that corresponds to the upward-pointing triangle in A must be the downward-pointing isosceles triangle.",
Challenge Problems D,Challenge Problem D-04,-1,0,6,,138.26,4621,8000,8000,0.000000,,unparseable: 
Challenge Problems D,Challenge Problem D-05,-1,0,2,,127.89,4621,8000,8000,0.000000,,unparseable: 
Challenge Problems D,Challenge Problem D-06,6,1,6,0.9,17.97,4621,593,512,0.000000,"Border style changes down each column from dashed to solid to double, while the three inner symbols cycle across each row (star → propeller → diamond), so the missing cell must have a double border and a propeller inside.",
Challenge Problems D,Challenge Problem D-07,4,1,4,0.91,14.4,4621,461,384,0.000000,"Each row and each column must contain one star, one heart, and one octagon, and also one outline, one striped, and one solid fill; the missing cell must therefore be the striped star.",
Challenge Problems D,Challenge Problem D-08,-1,0,1,,120.07,4621,8000,8000,0.000000,,unparseable: 
Challenge Problems D,Challenge Problem D-09,7,1,7,0.87,11.81,4621,668,576,0.000000,"Each row and each column contains every background (white, striped, dotted) and every bar shape (vertical, horizontal, cross) exactly once; the missing cell must therefore pair the only background and bar type not yet used in its row/column: white background with a cross.",
Challenge Problems D,Challenge Problem D-10,5,1,5,0.34,95.76,4621,5606,5504,0.000000,"Within every row, the three-triangle outline in the third column is the same orientation as the filled triangle in the first column and is positioned opposite the direction it points; since the filled triangle in the last row points down, the answer must be three outline triangles pointing down with two at the top and one beneath.",
Challenge Problems D,Challenge Problem D-11,2,0,5,0.66,58.63,4621,2871,2752,0.000000,"Rows are cyclic shifts of the sequence 2-, 3-, 4-edged figures (row1: 2-3-4, row2: 3-4-2, so row3 must be 4-2-3) and every row/column contains exactly one curved side; the required cell is therefore a 3-edged figure with one curved side.",
Challenge Problems D,Challenge Problem D-12,6,1,6,0.46,86.9,4621,4041,3968,0.000000,"The quantity of symbols cycles 2→3→4 across each row, shifting one column to the right on the next row, so the last cell must contain exactly 2 symbols.",
Challenge Problems E,Challenge Problem E-01,-1,0,6,,129.94,4621,8000,8000,0.000000,,unparseable: 
Challenge Problems E,Challenge Problem E-02,-1,0,7,,140.61,4621,8000,8000,0.000000,,unparseable: 
Challenge Problems E,Challenge Problem E-03,5,1,5,0.84,35.5,4621,1870,1792,0.000000,In every row and every column the third cell contains only the shapes that appear in BOTH of the previous two cells (set intersection); applying this to row 3 / column 3 leaves only a single triangle.,
Challenge Problems E,Challenge Problem E-04,5,1,5,0.41,75.05,4621,4949,4864,0.000000,"In each row, the left-hand figure is the union (overlay) of the two figures to its right, so the shape that must combine with the blank square H to give the striped rectangle G is a vertical-striped rectangle alone.",
Challenge Problems E,Challenge Problem E-05,6,1,6,0.93,8.55,4621,533,448,0.000000,"Each move right or down adds two sides to the regular polygon (4,6,8 / 6,8,10 / 8,10,12), so the missing cell must be a 12-sided polygon.",
Challenge Problems E,Challenge Problem E-06,-1,0,7,,130.21,4621,8000,8000,0.000000,,unparseable: 
Challenge Problems E,Challenge Problem E-07,5,1,5,0.44,12.34,4621,771,704,0.000000,"The shape gains two points as you move one step right or one step down, so the bottom-right cell must be the 12-point star.",
Challenge Problems E,Challenge Problem E-08,5,0,7,0.34,79.53,4621,5284,5184,0.000000,"Each row contains the same three shape types in the order (polygon, many-point starburst, 4-point star) but the first two swap places every row; the 4-point star is always in the third column, so the missing cell is another 4-point star.",
Challenge Problems E,Challenge Problem E-09,-1,0,1,,136.96,4621,8000,8000,0.000000,,unparseable: 
Challenge Problems E,Challenge Problem E-10,-1,0,1,,137.11,4621,8000,8000,0.000000,,unparseable: 
Challenge Problems E,Challenge Problem E-11,3,1,3,0.86,65.98,4621,4655,4544,0.000000,"Within the 3×3 grid each successive cell (left-to-right, top-to-bottom) adds the next item of a fixed nine-position sequence, so cells contain 1,2,3 … up to 9 shapes; the missing cell must therefore show all nine shapes (the previous eight plus a circle in the bottom-right corner).",
Challenge Problems E,Challenge Problem E-12,5,1,5,0.93,7.23,4621,393,320,0.000000,"Number of birds increases by one as you move right across each row and also increases by one as you move down each column, so the bottom-right cell must contain 5 birds.",
