ProblemSet,RavensProblem,Answer,Correct,Truth,Confidence,LatencySeconds,InputTokens,OutputTokens,ReasoningTokens,CostUSD,Rule,Error
Basic Problems C,Basic Problem C-09,8,0,2,0.9,325.82,3096,8150,8050,0.131538,"Across each row the same pair of shapes goes from touching tip-to-tip (column 1), to overlapped/merged into one composite (column 2), to reversed and separated by a central vertical gap (column 3); since row 3 uses stars and a star is left-right symmetric, the missing cell is two upright stars separated by a gap.",
Basic Problems C,Basic Problem C-10,7,1,7,0.95,251.74,3078,6667,6612,0.103777,"Each column fixes the horizontal relation (single, touching, separated) and each row fixes the vertical relation (single, touching, separated), so the missing cell must have four diamonds separated in both directions.",
Basic Problems C,Basic Problem C-11,4,1,4,0.97,41.31,3058,2108,2037,0.040621,"Across each row a diamond is added extending the bottom row leftward, while down each column the upper right-column diamonds are removed one by one, so the missing cell contains only the three bottom-row diamonds.",
Basic Problems C,Basic Problem C-12,8,1,8,0.9,559.35,3096,18210,18110,0.282438,"Each cell equals the pixel union of the first cell of its row and the first cell of its column (moving right blackens the inner top-middle then top-left cell; moving down blackens the inner middle-left then top-left cell), so the missing cell has the whole inner first row and first column black with only the central 2x2 left white.",
Basic Problems D,Basic Problem D-01,3,1,3,0.99,6.57,3058,337,285,0.013538,"Each row repeats the same figure across the three columns, while each column goes star, heart, octagon from top to bottom.",
Basic Problems D,Basic Problem D-02,1,1,1,0.99,14.88,3058,315,257,0.013726,"Each row and column contains one filled black circle, diamond, and triangle in a cyclic Latin-square order, so the missing cell must be a filled black circle.",
Basic Problems D,Basic Problem D-03,3,1,3,0.97,27.76,3058,566,485,0.017491,"Each row and column contains exactly one cell with circle-only, one with triangle+circle, and one with triangle+circle+square (a Latin square of set sizes 1, 2, 3), so the missing cell must be circle-only.",
Basic Problems D,Basic Problem D-04,1,1,1,1,9.65,3058,224,160,0.011670,"Each row keeps the same inner symbol (plus, star, heart) and each column keeps the same outer shape (circle, diamond, square), so the missing cell is a heart inside a square.",
Basic Problems D,Basic Problem D-05,7,1,7,0.99,29.52,3058,745,642,0.019485,"Each row keeps the same central shape (square, diamond, octagon) while each column applies the same modifier: column 1 surrounds it with a circle outline, column 2 cuts a white circle from it, and column 3 places two black dots above and below the solid shape; so the missing cell is a solid octagon with dots above and below.",
Basic Problems D,Basic Problem D-06,1,1,1,0.97,36.64,3058,1172,1076,0.025890,"Each row contains the inner symbols circle, plus, and triangle exactly once in a shifted Latin-square order, while the number of concentric outer squares decreases by row (3 in row 1, 2 in row 2, 1 in row 3), so the missing cell must be a single square containing a circle.",
Basic Problems D,Basic Problem D-07,1,1,1,0.98,71.41,3058,2860,2780,0.051383,"The inner filled symbol (plus, square, heart) and the outer treatment (four dots, circle outline, matching self-outline) each cycle as a Latin square; the missing cell lies on the four-dots diagonal and needs the square inner symbol.",
Basic Problems D,Basic Problem D-08,4,1,4,0.98,42.4,3058,2214,2143,0.042211,"Each row and column cycles the inner shape (square, diamond, circle) and the figure type (filled-only, outline-only, outline+filled combined); the missing cell must be a filled-only diamond.",
Basic Problems D,Basic Problem D-09,3,1,3,1,10.22,3058,681,609,0.018525,"Outer shape (circle/octagon/square) and inner bar pattern (vertical/horizontal/both) each cycle as Latin squares across rows and columns, so the missing cell is an octagon with a vertical bar only.",
Basic Problems D,Basic Problem D-10,1,1,1,0.98,45.33,3058,1430,1348,0.030451,"The central shape (square/diamond/circle) and the attachment style (detached small squares, diagonal corner lines, cardinal lines) each cycle as a Latin square across rows and columns, so the missing cell must be a square center with diagonal corner attachments.",
Basic Problems D,Basic Problem D-11,3,1,3,0.99,26.55,3058,1203,1136,0.026355,"Each row and column contains one fully filled star, one filled star with a white central pentagon, and one outlined star with a black central pentagon; the missing cell must be the fully filled star.",
Basic Problems D,Basic Problem D-12,3,1,3,0.96,97.23,3058,4214,4139,0.072211,"Across each row and down each column the shape cycles square→triangle→star (each appearing once) while the item count cycles through 3, 4, 5; the missing cell must therefore contain 3 triangles.",
Basic Problems E,Basic Problem E-01,1,1,1,0.96,32.62,3058,1536,1447,0.031350,"In every row and column the third cell is the union of the first two cells' triangles, so the missing cell must combine G (left+up) and H (down+right), equivalently C (left+right) and F (up+down), giving all four orientations.",
Basic Problems E,Basic Problem E-02,7,1,7,0.99,16.18,3058,841,772,0.020925,"In each row the third cell is the overlay/union of the first two cells (and likewise down each column), so the missing cell must combine the plus, circle, square, and X.",
Basic Problems E,Basic Problem E-03,2,1,2,0.97,90.88,3058,5136,5057,0.085350,"In each row (and each column) the third figure is the union of the diamond positions in the first two figures, so the missing cell is G ∪ H = C ∪ F, which fills all eight outer ring positions with no center diamond.",
Basic Problems E,Basic Problem E-04,-1,0,8,,17.54,451,0,593,0.001353,,unparseable: 
Basic Problems E,Basic Problem E-05,5,1,5,0.95,77.87,3058,4041,3960,0.068925,"In every column the top cell is the overlay (union) of the middle and bottom cells (and likewise each row's left cell is the overlay of the other two), so C = F overlaid with the missing cell, leaving just the outer square.",
Basic Problems E,Basic Problem E-06,8,1,8,0.95,102.88,3058,4769,4694,0.080536,"In each row and column the middle cell is the union of the two outer cells, so the missing cell must supply only the inner diamond (with the universal central dot) and no outer square, cross, or corner triangles.",
Basic Problems E,Basic Problem E-07,3,1,3,0.97,20.12,3058,1270,1188,0.027360,"Each cell contains two of four features (corner squares, circle, border, plus), and the third cell in every row and column is the XOR/symmetric difference of the first two (shared features cancel, unshared features remain), giving corner squares + plus.",
Basic Problems E,Basic Problem E-08,1,1,1,0.97,80.68,3058,5534,5449,0.092011,"In every row and column the third figure is the XOR (symmetric difference) of the first two: segments shared by the first two cancel out, while unshared segments are kept, so the missing cell must contain all six segments (square plus both diagonals).",
Basic Problems E,Basic Problem E-09,7,1,7,0.95,62.93,3058,2828,2738,0.050903,"In each row the third panel pairs the upper outline shape of the first panel with the lower filled shape of the second panel (equivalently down each column the top shape repeats row 1 and the bottom shape repeats row 2), so the missing cell is an outline triangle above a filled square.",
Basic Problems E,Basic Problem E-10,8,1,8,0.92,126.9,3058,4562,4487,0.076740,"In every row and column the third figure is the intersection of the first two (only shared triangular points are kept); G points only left and H only right, so they share no point and only the plain central square remains.",
Basic Problems E,Basic Problem E-11,5,1,5,0.99,100.33,3058,4208,4156,0.072121,"The third cell in each row and column is the pixel intersection of the first two cells, keeping only black areas common to both.",
Basic Problems E,Basic Problem E-12,6,1,6,0.95,89.84,3058,3884,3788,0.066570,"Counting each up-triangle as +1 and each down-triangle as -1, the third cell of every row (and the bottom cell of every column) is the algebraic sum of the other two with up/down pairs cancelling; G(+2)+H(-1)=+1, i.e. one up-triangle.",
Challenge Problems B,Challenge Problem B-01,6,1,6,0.95,59.84,2668,1963,1909,0.037449,"Across each row the figure rotates 90° clockwise, and down each column one triangle is replaced by three smaller triangles at the original triangle's vertices.",
Challenge Problems B,Challenge Problem B-02,1,1,1,0.92,227.91,2630,8337,8277,0.132254,"Moving right rotates the triangle 45° clockwise and moving down rotates it 45° counterclockwise, so the missing cell rotates back to the same orientation as A.",
Challenge Problems B,Challenge Problem B-03,5,0,3,0.88,531.76,2630,21719,21647,0.332984,"Across each row, concentric square outlines are converted into alternating filled bands starting with black on the outside; down each column the number of concentric squares drops from five to three, so C becomes a black-white-black filled pattern.",
Challenge Problems B,Challenge Problem B-04,4,1,4,0.85,774.63,2630,27323,27258,0.417044,"Across the row alternate annuli are filled black, and down the column every other concentric boundary is dropped, so the remaining filled bands merge into one outer black annulus with a white center.",
Challenge Problems B,Challenge Problem B-05,6,1,6,0.98,11.43,2630,329,273,0.012652,"A is the union of B and C, so the missing cell is their intersection: the square and diamond have no overlap, leaving an empty panel.",
Challenge Problems B,Challenge Problem B-06,3,1,3,0.95,57.19,2630,2085,2022,0.038474,"The left column is solid black and the right column is hatched; moving down flips the shaded triangle vertically, so the missing right-column cell is the hatched upper-left triangle.",
Challenge Problems B,Challenge Problem B-07,6,1,6,0.97,62.86,2630,3074,3002,0.053827,"Across each row the three-quarter circle is mirrored left-right while keeping the same fill, and down each column it is mirrored top-bottom and changes from solid to striped, so the missing cell is striped with the upper-left quadrant absent.",
Challenge Problems B,Challenge Problem B-08,4,1,4,0.98,13.51,2630,409,353,0.013334,"The number of polygon sides increases by 1 across each row and by 2 down each column, so the missing cell must be a hexagon.",
Challenge Problems B,Challenge Problem B-09,4,1,4,0.99,11.07,2630,325,262,0.012074,"Across each row the fill changes from vertical stripes to solid black while the shape stays the same, and down each column the shape changes from circle to heart while the fill stays the same.",
Challenge Problems B,Challenge Problem B-10,4,1,4,0.97,124.75,2630,4676,4606,0.077339,"A→B rotates the whole three-triangle arrangement 90° clockwise, while A→C rotates only the triangle orientations 90° clockwise, so the missing cell has B's positions with downward-pointing triangles.",
Challenge Problems B,Challenge Problem B-11,5,1,5,0.99,85.14,2630,2301,2250,0.041714,"B is A reflected left-right and C is A reflected top-bottom, so the missing cell is A rotated 180 degrees.",
Challenge Problems B,Challenge Problem B-12,1,1,1,0.92,109.92,2630,4975,4911,0.081824,Move right by rotating the figure 90° clockwise and move down by changing the triangle to the corresponding octagon; rotating the flat-topped octagon 90° leaves it unchanged.,
Challenge Problems C,Challenge Problem C-01,7,1,7,0.98,285.4,3058,5546,5472,0.091500,"The three concentric-square patterns cycle as a Latin square, so each row and column contains one thin-outlined black-centered figure, one solid-black outer figure with a white center, and one thin-bordered thick-black figure with a white center.",
Challenge Problems C,Challenge Problem C-02,7,1,7,1,11.48,3058,272,223,0.012390,"The number of horizontal squares increases by one across each row and down each column, so the missing cell needs five horizontal squares.",
Challenge Problems C,Challenge Problem C-03,3,1,3,0.97,22.72,3058,894,803,0.021893,"In each row the third cell's triangle count is the sum of the first two (1+2=3, 2+4=6, 3+6=9), while fill color alternates in a checkerboard (outline/filled), so the missing cell needs 9 outline triangles.",
Challenge Problems C,Challenge Problem C-04,8,1,8,0.99,40.86,3058,1320,1253,0.028110,"Across each row the horizontal lines increase from 1 to 3 while down each column the vertical lines increase from 1 to 3, so the missing cell must contain three vertical and three horizontal lines.",
Challenge Problems C,Challenge Problem C-05,4,1,4,0.97,91.05,3058,3355,3274,0.058635,"The count of shapes drops by one across each row and down each column (4-3-2 / 3-2-1 / 2-1-0), while circles and squares alternate in a checkerboard, leaving the final cell empty.",
Challenge Problems C,Challenge Problem C-06,7,1,7,0.98,26.93,3058,1170,1080,0.025860,"Columns fix the shape (triangles, circles, squares); each row multiplies the count by the row number (row n has n, 2n, 3n items), and fill alternates in a checkerboard (outline/filled), so the missing cell needs 9 outline squares.",
Challenge Problems C,Challenge Problem C-07,3,1,3,0.97,19.7,3058,830,760,0.020933,"In row r the cells contain r, 2r, 3r filled triangles, with orientation alternating down/up/down across the checkerboard, so the missing cell needs 9 filled downward triangles.",
Challenge Problems C,Challenge Problem C-08,1,1,1,0.95,204.61,3058,7034,6943,0.113820,"Across columns the solid-black region retreats leftward (black→diagonal stripes) and down rows it retreats upward; within each cell the column and row contributions add (black=0, stripes=1, cross/plus=2), so column 3 plus row 3 yields the cross pattern everywhere.",
Challenge Problems C,Challenge Problem C-09,7,1,7,0.99,16.55,3058,1021,939,0.023625,"Each row keeps one shape (octagon, circle, diamond) while across the columns the smaller copy moves from separate beside the large shape, to overlapping its right edge, to concentric inside it with the dot centered; the missing cell needs concentric diamonds.",
Challenge Problems C,Challenge Problem C-10,3,1,3,0.98,21.07,3058,788,697,0.020821,"Across each row, the two same-shaped figures go from separated with the dot between them (col 1), to overlapping with the dot inside the smaller figure (col 2), to concentric with the dot in the center (col 3); rows use circles, squares, then octagons.",
Challenge Problems C,Challenge Problem C-11,4,1,4,0.99,12.36,3058,714,647,0.019020,"Columns fix the shape (triangles, circles, squares) while the count equals row index times column index, so the missing square cell needs 3×3 = 9 squares.",
Challenge Problems C,Challenge Problem C-12,2,1,2,0.95,25.78,3058,1547,1479,0.032206,"Each row and column contains one triangle, one circle, and one square, and also one small, one medium, and one large figure; the missing cell must be a medium-sized circle.",
Challenge Problems D,Challenge Problem D-01,2,1,2,0.9,177.34,3058,8091,7996,0.129675,"Each cell is the union of a row pattern (row1 none, row2 upper-left quarter, row3 left half) and a column pattern (col1 none, col2 upper-left quarter, col3 upper half); the missing cell unions the left half with the upper half, leaving only the lower-right quarter white.",
Challenge Problems D,Challenge Problem D-02,1,1,1,0.99,80.6,3058,2220,2166,0.041610,"The notch rotates 90° clockwise across each row and down each column, so the missing cell must have the notch opening to the right.",
Challenge Problems D,Challenge Problem D-03,1,1,1,0.98,82.76,3058,2465,2405,0.045285,"Cells are identical along each NW-SE diagonal, so the missing main-diagonal cell must match A and E (the upward-pointing triangle).",
Challenge Problems D,Challenge Problem D-04,6,1,6,0.98,93.88,3058,2656,2595,0.048150,"Moving right or down advances the triangle one step clockwise through the orientation sequence up → upper-right → right → lower-right → down, so the missing cell is the downward triangle.",
Challenge Problems D,Challenge Problem D-05,2,1,2,0.9,357.65,3058,16243,16153,0.252646,"In each row the middle single circle is the union of the two notched circles in the left cell, and the right cell is the left cell with the two circles swapped (notches facing outward instead of inward); applying this to row 3 swaps G's step-notches to the outer sides.",
Challenge Problems D,Challenge Problem D-06,6,1,6,0.98,26.16,3058,861,772,0.021225,"Each row keeps one border style (row 1 dashed corners, row 2 solid square, row 3 double square) while the inner symbol cycles star→trefoil→diamond shifted one position per row, so the missing cell is the double-square border with the trefoil.",
Challenge Problems D,Challenge Problem D-07,4,1,4,1,15.21,3058,533,468,0.016305,"Each row and column cycles the three shapes (star, heart, octagon) and the three fills (outline, hatched, solid) one step, so the missing cell is a hatched star.",
Challenge Problems D,Challenge Problem D-08,1,1,1,0.9,217.93,3058,6567,6478,0.106815,"Each row and column contains 1, 2 and 3 triangles, exactly one black-filled cell and exactly one right-pointing cell; right-pointing figures are the corresponding up-pointing arrangements rotated 90° clockwise, so the missing cell is two outlined right-pointing triangles stacked vertically.",
Challenge Problems D,Challenge Problem D-09,7,1,7,0.98,35.24,3058,1398,1326,0.028934,"Fill pattern (checkerboard/blank/diagonal) and bar configuration (vertical/horizontal/both) each form a Latin square across rows and columns, so the missing cell must be blank with both bars.",
Challenge Problems D,Challenge Problem D-10,5,1,5,0.92,103.37,3058,4796,4704,0.080250,"In each row the three outline triangles in column 3 are the column-2 trio rotated so they point the same direction as the solid triangle in column 1 (right, left, down); row 3 needs a 180° rotation, giving two down-triangles on top and one centered below.",
Challenge Problems D,Challenge Problem D-11,5,1,5,0.92,170.8,3058,7050,6966,0.114060,"The left edge cycles through curved, slanted, and vertical in every row/column, while the short bottom segment occurs only on the C-E-G anti-diagonal and the missing cell must keep the top edge, so it is the curved-left figure with top edge and no bottom segment.",
Challenge Problems D,Challenge Problem D-12,6,1,6,0.95,236.81,3058,5586,5514,0.092100,"The object counts form a cyclic Latin square—each row and column contains 2, 3, and 4 items exactly once—so the missing cell must contain exactly 2 objects (two arcs).",
Challenge Problems E,Challenge Problem E-01,6,1,6,0.97,204.63,3058,5393,5297,0.089205,"In each row (and each column), the third figure is the XOR/symmetric difference of the first two: unit squares present in both cancel, leaving those present in exactly one; so G XOR H cancels the shared top-right square and leaves the bottom-left plus bottom-right squares, i.e. a bottom horizontal domino.",
Challenge Problems E,Challenge Problem E-02,7,1,7,1,79.95,3058,4219,4155,0.071595,"In every row and every column, the third panel is the pixel-wise union (logical OR) of the first two panels, so the missing panel has all nine triangles filled black.",
Challenge Problems E,Challenge Problem E-03,5,1,5,0.98,37.43,3058,1182,1115,0.026040,"In each row and column, the third cell contains only the shapes common to the first two cells (intersection), so the missing cell is G ∩ H = {triangle} only.",
Challenge Problems E,Challenge Problem E-04,5,1,5,0.95,219.37,3058,5773,5691,0.094905,"In each row and each column, the first/upper cell is the disjoint union of the region-types (empty, horizontal-only, vertical-only, cross-hatched) found in the other two cells, so the missing cell must contain only a vertical-striped region.",
Challenge Problems E,Challenge Problem E-05,6,1,6,0.95,71.8,3058,2506,2455,0.045900,"Across each row and down each column the polygon gains two sides, so the missing cell must be a 12-sided polygon.",
Challenge Problems E,Challenge Problem E-06,7,1,7,0.85,256.92,3058,11425,11324,0.180376,"In every row and column the total number of sides of the third cell equals the sum of the totals of the first two (e.g., 3+4=7, 6+3=9, and 4+3=7 confirming H is a heptagon), so the missing cell must total 9+7=16 sides.",
Challenge Problems E,Challenge Problem E-07,5,1,5,0.98,83.07,3058,2357,2309,0.043665,"Each step right or down adds two points to the star, so the missing figure must have 12 points.",
Challenge Problems E,Challenge Problem E-08,7,1,7,0.9,303.13,3058,12118,12037,0.190080,"Counting sides/points, in each row and column one figure's count equals the sum of the other two; the missing count is 8, and since row 3 already has its single plain polygon (G), the missing figure must be the 8-point star.",
Challenge Problems E,Challenge Problem E-09,1,1,1,0.9,880.19,3058,22388,22282,0.344130,"Encode the notch-opening direction in Z4 (right=0, up=1, left=2, down=3 going counterclockwise); in every row and every column the third cell's value equals the sum mod 4 of the first two (e.g., down+up=right, left+left=right), so the missing cell must open to the right.",
Challenge Problems E,Challenge Problem E-10,1,1,1,0.98,172.22,3058,4591,4524,0.077175,"In every row and column, the first two cells are merged and each upward triangle cancels one downward triangle; the uncanceled remainder forms the third cell, leaving a single upward triangle.",
Challenge Problems E,Challenge Problem E-11,3,1,3,0.92,248.89,3058,8592,8470,0.137190,"Reading across each row, one symbol is added per cell so totals go 1-2-3 / 4-5-6 / 7-8-9, and from the first to the third cell of every row exactly one circle and one cross are added (net +1 O, +1 X); thus the missing cell is H plus one circle in the last empty (bottom-right) position, giving 5 circles and 4 crosses.",
Challenge Problems E,Challenge Problem E-12,5,1,5,0.99,14.13,3058,328,277,0.013921,"The number of perched birds increases by one across each row and down each column, so the missing cell must contain five birds.",
