ProblemSet,RavensProblem,Answer,Correct,Truth,Confidence,LatencySeconds,InputTokens,OutputTokens,ReasoningTokens,CostUSD,Rule,Error
Basic Problems D,Basic Problem D-04,1,1,1,1.0,5.48,18838,275,214,0.040976,"Each row has a constant inner shape (plus, star, heart) and cycles through outer borders (circle, diamond, square), so the missing cell must be a heart inside a square.",
Basic Problems D,Basic Problem D-05,7,1,7,1.0,7.08,18838,622,555,0.045140,"In each row, the central black shape (square, diamond, octagon) remains constant, while its surroundings change from a large bounding circle, to an internal white circle, to two small black dots above and below it.",
Basic Problems D,Basic Problem D-06,1,1,1,1,8.25,18838,803,735,0.047312,"Each row has a constant number of outer squares (3 in the first, 2 in the second, 1 in the third), and the inner shapes (circle, cross, triangle) appear exactly once in every row and column.",
Basic Problems D,Basic Problem D-07,1,1,1,1.0,14.31,18838,1478,1414,0.055412,"The matrix follows a Latin square pattern for both the inner solid shapes (cross, square, heart) and the outer enclosing shapes (four dots, a circle, and an outline matching the inner shape).",
Basic Problems D,Basic Problem D-08,4,1,4,1.0,19.01,18838,2011,1928,0.061808,"In each row and column, there are three outer shapes (square, diamond, circle) and three fill styles (completely solid, hollow/empty, and a smaller solid shape of the same kind inside). The missing cell must have a diamond shape and a completely solid fill to complete the Latin square.",
Basic Problems D,Basic Problem D-09,3,1,3,1.0,8.32,18838,781,713,0.047048,"Both the outer shapes (circle, octagon, square) and the inner lines (vertical, horizontal, cross) follow a Latin square pattern, appearing exactly once in each row and column.",
Basic Problems D,Basic Problem D-10,1,1,1,1.0,20.19,18838,2353,2276,0.065912,"Each row and column contains exactly one of each central shape (square, diamond, circle) and one of each outer element configuration (four small squares in a plus, four lines in a plus, four lines in an X).",
Basic Problems D,Basic Problem D-11,3,1,3,1.0,10.78,18838,990,914,0.049556,"The matrix follows a Latin square pattern where each row and column contains exactly one of three shapes: a solid black star, a star with a white pentagon center, and a star outline with a solid black pentagon center.",
Basic Problems D,Basic Problem D-12,3,1,3,1.0,6.34,18838,494,439,0.043604,"Each row and column contains exactly one cell with 3, 4, and 5 shapes, and exactly one cell with squares, triangles, and stars.",
Basic Problems E,Basic Problem E-01,1,1,1,1.0,9.91,18838,808,747,0.047372,The third cell in each row and column is the superimposition (union) of the shapes from the first two cells of that row or column.,
Basic Problems E,Basic Problem E-02,7,1,7,1.0,6.94,18838,571,527,0.044528,The third cell in each row and column is the superposition (pixel union) of the first two cells.,
Basic Problems E,Basic Problem E-03,2,1,2,1.0,40.47,18838,4990,4913,0.097556,"In each row, the third cell is the union of the shapes in the first two cells. The first two cells act as non-overlapping halves (top/bottom, left/right, and top-left/bottom-right respectively) of a larger symmetrical shape.",
Basic Problems E,Basic Problem E-04,8,1,8,1.0,98.82,18838,14410,14353,0.210596,"In each row, the first shape is spatially split into two disjoint parts: its leftmost column becomes the second shape, and its middle and right columns become the third shape.",
Basic Problems E,Basic Problem E-05,5,1,5,1.0,10.41,18838,994,946,0.049604,The third cell in each row and column is the symmetric difference (XOR) of the shapes in the first two cells.,
Basic Problems E,Basic Problem E-06,8,1,8,1.0,14.99,18838,1633,1571,0.057272,"The figure in the second column is the superposition of the figures in the first and third columns, and the figure in the second row is the superposition of the figures in the first and third rows.",
Basic Problems E,Basic Problem E-07,3,1,3,1,15.14,18838,1583,1539,0.056672,The third cell in each row and column is the pixelwise XOR (symmetric difference) of the first two cells.,
Basic Problems E,Basic Problem E-08,1,1,1,1.0,10.0,18838,962,909,0.049220,The third cell in each row and column is the pixel XOR (symmetric difference) of the first two cells.,
Basic Problems E,Basic Problem E-09,7,1,7,1,13.45,18838,1544,1495,0.056204,The third figure in each row and column is formed by combining the top shape of the first figure with the bottom shape of the second figure.,
Basic Problems E,Basic Problem E-10,8,1,8,1.0,12.24,18838,926,877,0.048788,The third cell in each row and column is the pixel intersection of the first two cells.,
Basic Problems E,Basic Problem E-11,5,1,5,1.0,32.14,18838,4451,4403,0.091088,The third cell in each row and column is the pixel-wise intersection (overlapping black shapes) of the first two cells.,
Basic Problems E,Basic Problem E-12,6,1,6,1.0,16.68,18838,1863,1799,0.060032,"The number of triangles in the third cell of each row and column is the sum of the first two cells, where upward-pointing triangles count as +1 and downward-pointing triangles count as -1.",
Challenge Problems B,Challenge Problem B-01,6,1,6,1.0,10.31,11186,1038,973,0.034828,"Moving from left to right, the entire image is rotated 90 degrees clockwise; moving from top to bottom, the shape is multiplied into a larger triangular arrangement pointing in the same direction as the shapes themselves.",
Challenge Problems B,Challenge Problem B-02,1,1,1,1.0,120.95,11186,16215,16145,0.216952,"The shape alternates between an isosceles triangle and a right-angled triangle across both rows and columns, while its orientation rotates by 45 degrees clockwise from left to right and 45 degrees counter-clockwise from top to bottom.",
Challenge Problems B,Challenge Problem B-03,1,0,3,0.99,94.09,11186,12817,12707,0.176176,"The figure in the second column is created by alternatingly filling the regions defined by the outlines of the first column. Cell A has 5 outlines, and Cell B fills them with Black, White, Black, White, Black. Cell C has 3 outlines, so the missing cell must alternate colors across 3 regions (White, Black, White), keeping the same 3 boundaries.",
Challenge Problems B,Challenge Problem B-04,4,1,4,0.99,96.18,11186,13018,12958,0.178588,"Starting from the outermost circle, consecutive pairs of thin circles are filled with black to form bands, leaving any remaining unpaired innermost region entirely white.",
Challenge Problems B,Challenge Problem B-05,6,1,6,1,6.55,11186,581,533,0.029344,"The outer square is removed across the rows and the inner diamond is removed down the columns, leaving an empty cell in the bottom right.",
Challenge Problems B,Challenge Problem B-06,3,1,3,1.0,14.82,11186,1639,1581,0.042040,"Across rows, the image is reflected horizontally and the solid black fill changes to a striped fill; down columns, the image is reflected vertically and the fill type remains the same.",
Challenge Problems B,Challenge Problem B-07,1,0,6,1.0,34.66,11186,3871,3824,0.068824,"Across the rows, the shape is mirrored horizontally; down the columns, the fill changes from solid black to horizontal stripes.",
Challenge Problems B,Challenge Problem B-08,-1,0,4,,3.37,0,0,0,0.000000,,unparseable: producingproducingproducingproducingproducingproducingproducingproducingproducingproducingproducingproducingproducingpro
Challenge Problems B,Challenge Problem B-09,4,1,4,1,6.04,11186,530,472,0.028732,"The shape changes from a circle in the top row to a heart in the bottom row, while the fill changes from vertical stripes in the left column to solid black in the right column.",
Challenge Problems B,Challenge Problem B-10,4,1,4,1.0,16.42,11186,1783,1718,0.043768,"Across each row, the entire image (both layout and triangle orientation) rotates 90 degrees clockwise; down each column, the triangles rotate 90 degrees clockwise in place while the layout remains the same.",
Challenge Problems B,Challenge Problem B-11,5,1,5,1,10.75,11186,1031,973,0.034744,"The figures in the second column are a horizontal reflection of the figures in the first column, and the figures in the second row are a vertical reflection of the figures in the first row.",
Challenge Problems B,Challenge Problem B-12,1,1,1,1.0,14.76,11186,1613,1557,0.041728,The figure in the first column is rotated 90 degrees clockwise to produce the figure in the second column; an octagon rotated 90 degrees maps onto itself.,
Challenge Problems C,Challenge Problem C-01,7,1,7,1.0,186.12,18838,27123,27031,0.363152,"The matrix follows a Latin square pattern based on two properties: the number of black regions (2, 2, 1) and the center color (Black, White, White) in each row and column. The missing cell must have 2 black regions and a Black center to complete the pattern, identical to the top-left cell.",
Challenge Problems C,Challenge Problem C-02,7,1,7,1.0,6.74,18838,532,490,0.044060,The number of horizontal squares increases by one in each step across the rows and down the columns.,
Challenge Problems C,Challenge Problem C-03,3,1,3,1.0,10.04,18838,1145,1081,0.051416,"The number of columns of triangles corresponds to the matrix column, the number of rows of triangles corresponds to the matrix row, and the fill of the triangles alternates between unfilled and filled in a checkerboard pattern.",
Challenge Problems C,Challenge Problem C-04,8,1,8,1.0,10.25,18838,1243,1189,0.052592,"The number of vertical lines corresponds to the row number, and the number of horizontal lines corresponds to the column number.",
Challenge Problems C,Challenge Problem C-05,4,1,4,1.0,17.08,18838,2011,1931,0.061808,"Across each row, the bottom-right shape is removed from the first cell, followed by the bottom-left shape from the second cell; down each column, the top-left shape is removed, followed by the top-right shape, leaving an empty cell in the bottom right.",
Challenge Problems C,Challenge Problem C-06,7,1,7,1.0,10.42,18838,968,882,0.049292,"The number of shapes is the row number multiplied by the column number; the shapes are triangles in column 1, circles in column 2, and squares in column 3; and the fill alternates in a checkerboard pattern (outlined, filled, outlined, etc.).",
Challenge Problems C,Challenge Problem C-07,3,1,3,1.0,10.25,18838,1046,978,0.050228,"The number of rows of triangles corresponds to the matrix row, the number of columns corresponds to the matrix column, and the triangles alternate between pointing downwards and upwards in a checkerboard pattern.",
Challenge Problems C,Challenge Problem C-08,1,1,1,1.0,27.33,18838,3661,3583,0.081608,"Moving across a row, the right half advances to the next pattern in the sequence (Black -> Diagonal Lines -> Checkered) in the second column, and the left half advances in the third column; moving down a column follows the same logic for the bottom and top halves.",
Challenge Problems C,Challenge Problem C-09,7,1,7,1.0,10.73,18838,908,848,0.048572,"In each row, the smaller shape and the dot move to the left until they are concentrically centered inside the larger shape in the third column.",
Challenge Problems C,Challenge Problem C-10,3,1,3,1.0,8.53,18838,729,679,0.046424,"Across each row, the two shapes move towards the central dot until they become concentric around it.",
Challenge Problems C,Challenge Problem C-11,4,1,4,1,11.44,18838,995,920,0.049616,"The number of shapes in each cell is the product of its row and column number, arranged in a grid with rows equal to the row index and columns equal to the column index, while the shape type is determined by the column (triangles, circles, squares).",
Challenge Problems C,Challenge Problem C-12,2,1,2,1.0,13.0,18838,1066,1012,0.050468,"Each row and column contains exactly one of each shape (triangle, circle, square) and exactly one of each size (small, medium, large).",
Challenge Problems D,Challenge Problem D-01,2,1,2,1,39.04,18838,5573,5504,0.104552,"Each cell is the pixel-wise union (OR) of a base pattern for its row (Empty, Top-Left, Left-Half) and a base pattern for its column (Empty, Top-Left, Top-Half).",
Challenge Problems D,Challenge Problem D-02,1,1,1,0.99,29.22,18838,3874,3823,0.084164,The shape rotates 90 degrees clockwise in each step from left to right across the rows and from top to bottom down the columns.,
Challenge Problems D,Challenge Problem D-03,1,1,1,1.0,18.9,18838,2411,2364,0.066608,"The matrix has a constant diagonal pattern (a Toeplitz matrix), where each shape shifts down and to the right.",
Challenge Problems D,Challenge Problem D-04,6,1,6,1.0,38.69,18838,5294,5239,0.101204,"The shape rotates 45 degrees clockwise for each step to the right along a row, and 45 degrees clockwise for each step down along a column.",
Challenge Problems D,Challenge Problem D-05,2,1,2,1.0,61.67,18838,9057,8995,0.146360,"Column 2 is the union of the lines and arcs of the two superimposed shapes from Column 1, while Column 3 is formed by swapping the left and right shapes from Column 1.",
Challenge Problems D,Challenge Problem D-06,6,1,6,1.0,7.52,18838,481,422,0.043448,"The outer border changes by row (dashed, single solid, double solid) and the inner shape follows a Latin square pattern across the grid (star, clover, black diamond).",
Challenge Problems D,Challenge Problem D-07,4,1,4,1.0,7.99,18838,666,597,0.045668,"Each row and column contains exactly one of each shape (star, heart, octagon) and exactly one of each fill pattern (unfilled, striped, solid black), forming a Latin square.",
Challenge Problems D,Challenge Problem D-08,1,1,1,1,21.06,18838,2629,2539,0.069224,"Each row and column contains exactly one set of right-pointing triangles and two sets of up-pointing triangles; quantities of 1, 2, and 3 triangles; and one filled set and two empty sets. The spatial layout of right-pointing triangles is a 90-degree clockwise rotation of the corresponding up-pointing triangles.",
Challenge Problems D,Challenge Problem D-09,7,1,7,1,7.26,18838,567,514,0.044480,"In each row and column, the foreground shapes (vertical, horizontal, cross) and background patterns (checked, white, diagonal lines) each appear exactly once.",
Challenge Problems D,Challenge Problem D-10,5,1,5,1.0,16.61,18838,1695,1628,0.058016,The third cell in each row is formed by taking the configuration of three small triangles from the second cell and rotating the entire arrangement so that the triangles point in the same direction as the large black triangle in the first cell.,
Challenge Problems D,Challenge Problem D-11,5,1,5,1.0,29.78,18838,3848,3785,0.083852,"The top line follows an XOR logic across rows and columns; the left edge shape (curved, diagonal, vertical) and the bottom connection (point, flat) each follow a Latin square pattern.",
Challenge Problems D,Challenge Problem D-12,6,1,6,1.0,22.11,18838,2646,2574,0.069428,"Each row has a constant line style (orthogonal, diagonal, curved), while the shape type (closed, open, crossed) and the number of items (2, 3, 4) follow a Latin square pattern across rows and columns.",
Challenge Problems E,Challenge Problem E-01,6,1,6,1,16.42,18838,2003,1958,0.061712,The third cell in each row and column is the pixel-wise XOR (symmetric difference) of the first two cells.,
Challenge Problems E,Challenge Problem E-02,7,1,7,1.0,25.86,18838,3578,3527,0.080612,The third cell in each row and column is the pixel-wise boolean OR (union) of the filled triangles in the first two cells.,
Challenge Problems E,Challenge Problem E-03,5,1,5,1.0,9.01,18838,846,792,0.047828,The third cell in each row and column contains only the shapes that are present in both the first and second cells of that row or column (intersection).,
Challenge Problems E,Challenge Problem E-04,5,1,5,1.0,17.12,18838,2063,1987,0.062432,"Each figure in the first column is composed of the figure in the second column placed to the left of the figure in the third column. Similarly, each figure in the first row is composed of the figure in the third row placed above the figure in the second row.",
Challenge Problems E,Challenge Problem E-05,6,1,6,1.0,28.76,18838,3875,3833,0.084176,The number of sides of the polygons increases by 2 across each row and down each column.,
Challenge Problems E,Challenge Problem E-06,7,1,7,1.0,33.94,18838,4619,4564,0.093104,The total number of sides of all shapes in the third cell of each row and column is the sum of the total number of sides in the first two cells.,
Challenge Problems E,Challenge Problem E-07,5,1,5,1,11.67,18838,1165,1118,0.051656,The number of points on the star increases by two from left to right in each row and from top to bottom in each column.,
Challenge Problems E,Challenge Problem E-08,7,1,7,1.0,100.66,18838,14575,14490,0.212576,"Polygons represent negative values (number of sides) and stars represent positive values (number of points); each row and column follows the addition rule X + Y = Z (e.g., Row 1: -12 + 16 = 4).",
Challenge Problems E,Challenge Problem E-09,1,1,1,1.0,17.48,18838,2272,2216,0.064940,The rotation angle of the shape in the third column is the sum of the rotation angles of the shapes in the first two columns (and similarly for the rows).,
Challenge Problems E,Challenge Problem E-10,1,1,1,1.0,40.21,18838,5430,5357,0.102836,"Each triangle pointing up represents +1 and each pointing down represents -1; the third cell in each row and column is the arithmetic sum of the first two cells, displayed as the corresponding number of identical triangles.",
Challenge Problems E,Challenge Problem E-11,3,1,3,1.0,35.11,18838,5173,5043,0.099752,"Starting from the first cell with a single 'O' in the center, each subsequent cell in reading order adds one shape to the grid. The added shapes alternate between 'X' and 'O', and fill the remaining empty positions one by one. Cell H has 8 shapes (4 'X's and 4 'O's), so the final cell must have 9 shapes, adding an 'O' in the bottom-right corner to make 4 'X's and 5 'O's.",
Challenge Problems E,Challenge Problem E-12,5,1,5,1.0,5.97,18838,394,341,0.042404,The number of birds on the wire increases by one in each successive cell from left to right across the rows and from top to bottom down the columns.,
