ProblemSet,RavensProblem,Answer,Correct,Truth,Confidence,LatencySeconds,InputTokens,OutputTokens,ReasoningTokens,CostUSD,Rule,Error
Basic Problems E,Basic Problem E-06,8,1,8,0.97,9.82,3056,237,179,0.042410,"The third cell equals the second cell minus the elements of the first cell, leaving diamond plus dot.",
Basic Problems E,Basic Problem E-07,3,1,3,0.95,10.54,3056,504,420,0.055760,"Each cell contains two of four elements (border, corner squares, circle, cross) such that every element appears exactly twice per row and column; the missing cell needs cross + corner squares without border.",
Basic Problems E,Basic Problem E-08,1,1,1,0.98,11.41,3056,515,444,0.056310,"Each third cell is the XOR (symmetric difference) of the line segments in the first two cells, giving all four square sides plus both diagonals.",
Basic Problems E,Basic Problem E-09,7,1,7,0.97,11.41,3056,475,401,0.054310,"The third cell combines the top shape of the first cell with the bottom shape of the second cell (in both rows and columns), giving a white triangle over a black square.",
Basic Problems E,Basic Problem E-10,8,1,8,0.92,7.76,3056,238,170,0.042460,"Each shape is a square with points on sides; row 3 / column 3 remove the up/down and left/right points, leaving a plain square.",
Basic Problems E,Basic Problem E-11,5,1,5,0.97,10.69,3056,517,464,0.056410,Each third cell is the pixel intersection (common black cells) of the first two in the row.,
Basic Problems E,Basic Problem E-12,6,1,6,0.95,20.67,3056,1217,1134,0.091410,"Treating up triangles as +1 and down as -1, the third cell's net value equals the sum of the first two in each row and column (2 + (-1) = +1, one upward triangle).",
Challenge Problems B,Challenge Problem B-01,6,1,6,0.9,7.2,2644,214,146,0.037140,"The triangle rotates 90° clockwise across the row and triples down the column, so the missing cell is three small right-pointing triangles.",
Challenge Problems B,Challenge Problem B-02,1,1,1,0.7,55.75,2644,3987,3900,0.225790,"The triangle's apex rotates 45° clockwise across rows and 45° counterclockwise down columns (N→NE, N→NW), so the missing cell points north again — the upright triangle.",
Challenge Problems B,Challenge Problem B-03,1,0,3,0.6,46.55,2644,2753,2673,0.164090,"The right column shows the left column's concentric squares with alternate rings filled black; C's three squares filled the same way give a thin outer square, a black middle ring, and a white center.",
Challenge Problems B,Challenge Problem B-04,5,0,4,0.85,17.3,2644,831,768,0.067990,"The right cell fills alternate annuli of the left cell's concentric circles with black, starting black from the outermost ring.",
Challenge Problems B,Challenge Problem B-05,6,1,6,0.9,6.8,2644,126,69,0.032740,"Across rows the square is removed and down columns the diamond is removed, so the missing cell is empty.",
Challenge Problems B,Challenge Problem B-06,3,1,3,0.92,8.11,2644,297,216,0.041290,"Across rows the black fill becomes hatched and the triangle reflects horizontally; down columns the triangle reflects vertically, giving a hatched upper-left triangle.",
Challenge Problems B,Challenge Problem B-07,6,1,6,0.85,11.85,2644,459,379,0.049390,"The notch position reflects left-right across the row while the fill (black vs. striped) stays constant down the column, so the answer is a striped circle missing the top-left quadrant.",
Challenge Problems B,Challenge Problem B-08,4,1,4,0.97,6.02,2644,115,48,0.032190,"Number of sides increases by 1 across rows and 2 down columns (3,4 / 5,6), so a hexagon completes it",
Challenge Problems B,Challenge Problem B-09,4,1,4,0.97,4.91,2644,62,0,0.029540,"Across each row the fill changes from striped to solid black while the shape stays the same, so the heart becomes solid black.",
Challenge Problems B,Challenge Problem B-10,4,1,4,0.92,12.3,2644,554,476,0.054140,"Each step rotates the whole cell (triangles and their arrangement) 90° clockwise, so the answer is downward-pointing triangles in the rotated layout.",
Challenge Problems B,Challenge Problem B-11,5,1,5,0.95,6.22,2644,140,65,0.033440,"Each row mirrors the figure left-right, so the answer is the horizontal reflection of cell C (a left-pointing version of the down-notched arrow).",
Challenge Problems B,Challenge Problem B-12,1,1,1,0.85,9.82,2644,386,325,0.045740,Each row rotates the shape 90° clockwise; the octagon is unchanged by a 90° rotation.,
Challenge Problems C,Challenge Problem C-01,7,1,7,0.95,12.51,3056,510,439,0.056060,Latin square: each row and column contains one of each of the three square-pattern types; the missing cell is the thin concentric rings with a filled black center.,
Challenge Problems C,Challenge Problem C-02,7,1,7,0.97,7.35,3056,116,39,0.036360,"The count of squares increases by one along each row and column (1,2,3 / 2,3,4 / 3,4,5), so the missing cell has five squares in a row.",
Challenge Problems C,Challenge Problem C-03,3,1,3,0.95,11.98,3056,311,214,0.046110,"Each cell contains a row-index × column-index grid of triangles, with fill alternating checkerboard-style (row 3 pattern: white, black, white), so the answer is a 3×3 grid of unfilled triangles.",
Challenge Problems C,Challenge Problem C-04,8,1,8,0.97,6.43,3056,155,65,0.038310,"Vertical lines increase 1→3 down columns and horizontal lines increase 1→3 across rows, so the missing cell has 3 vertical and 3 horizontal lines forming a full grid.",
Challenge Problems C,Challenge Problem C-05,4,1,4,0.9,7.67,3056,208,133,0.040960,"Counts decrease by one along each row and column (4,3,2 / 3,2,1 / 2,1,0), so the missing cell has zero shapes.",
Challenge Problems C,Challenge Problem C-06,7,1,7,0.9,9.35,3056,428,337,0.051960,"Each column j has j columns of shapes and each row i has i rows, with shape type fixed per column (squares in column 3) and fill alternating so the answer is a 3×3 grid of unfilled squares.",
Challenge Problems C,Challenge Problem C-07,3,1,3,0.97,7.13,3056,185,97,0.039810,"Columns increase triangle count horizontally, rows increase vertically, and orientation alternates down/up in a checkerboard, so the missing cell is a 3x3 grid of downward triangles.",
Challenge Problems C,Challenge Problem C-08,1,1,1,0.95,7.75,3056,195,129,0.040310,"Across each row and column the first texture is progressively replaced by the second (half, then fully), so the missing cell is fully checkered.",
Challenge Problems C,Challenge Problem C-09,7,1,7,0.97,6.8,3056,118,38,0.036460,"In each row a small shape moves progressively inside the large shape until concentric; row 3 uses diamonds, so the answer is a small diamond centered inside a large diamond.",
Challenge Problems C,Challenge Problem C-10,3,1,3,0.97,6.6,3056,127,62,0.036910,"In each row two shapes with a dot move together: separate, then overlapping, then fully concentric with the dot centered inside both.",
Challenge Problems C,Challenge Problem C-11,4,1,4,0.97,6.74,3056,160,68,0.038560,"Columns fix the shape and number of columns (triangle=1, circle=2, square=3) while rows increase the number of rows from 1 to 3, so the missing cell is a 3x3 grid of squares.",
Challenge Problems C,Challenge Problem C-12,2,1,2,0.9,9.18,3056,295,214,0.045310,"Latin square: each row/column contains triangle, circle, and square once, with sizes small/medium/large each appearing once per row and column, so the missing cell is a medium circle.",
Challenge Problems D,Challenge Problem D-01,2,1,2,0.9,21.93,3056,1314,1225,0.096260,"Each third-row cell adds the bottom-left quarter to the cell above (and each third-column cell adds the top-right quarter to the cell on its left), giving all black except the bottom-right quarter.",
Challenge Problems D,Challenge Problem D-02,1,1,1,0.92,10.12,3056,306,239,0.045860,"Each step rotates the notch 90° (right→bottom→left→top), so the missing cell has the notch on the right like cell A.",
Challenge Problems D,Challenge Problem D-03,1,1,1,0.9,20.39,3056,1088,1005,0.084960,"Diagonal constancy: each down-right diagonal repeats the same figure (A=E=?, B=F, D=H), so the missing cell is the upward isosceles triangle.",
Challenge Problems D,Challenge Problem D-04,6,1,6,0.85,13.29,3056,677,599,0.064410,"The triangle rotates 45° clockwise at each step along the sequence, so after the bottom-right-pointing right triangle comes a downward-pointing triangle.",
Challenge Problems D,Challenge Problem D-05,3,0,2,0.8,10.13,3056,290,220,0.045060,"In each row the third cell repeats the pair of shapes from the first cell, so the answer duplicates cell G's quarter-notch pair.",
Challenge Problems D,Challenge Problem D-06,6,1,6,0.98,7.21,3056,171,76,0.039110,"Each row uses one border style (dashed, single, double) and each inner shape (star, trefoil, diamond) appears once per row/column in a Latin square, so the missing cell is a trefoil in a double-lined square.",
Challenge Problems D,Challenge Problem D-07,4,1,4,0.98,6.95,3056,164,86,0.038760,"Latin square: each row and column contains star, heart, and octagon once, with fills outline, hatched, and solid each appearing once; missing cell is a hatched star.",
Challenge Problems D,Challenge Problem D-08,2,0,1,0.9,10.97,3056,449,357,0.053010,"Each row and column contains counts 1, 2, 3 and each type (right-pointing outline, upright outline, upright filled) exactly once; missing cell is two right-pointing outlined triangles side by side.",
Challenge Problems D,Challenge Problem D-09,7,1,7,0.97,10.82,3056,230,136,0.042060,"Each row and column contains one cross, one vertical bar, and one horizontal bar, each with one of three fills (white, hatch, checker) in Latin-square fashion; missing cell is a white circle with a cross.",
Challenge Problems D,Challenge Problem D-10,5,1,5,0.9,12.14,3056,488,408,0.054960,"The third cell contains three small outlined triangles pointing the same direction as the row's large filled triangle, with the cluster rotated accordingly (down: two on top, one below).",
Challenge Problems D,Challenge Problem D-11,5,1,5,0.85,21.49,3056,1121,1018,0.086610,"Latin square on three features: each row/column has one open and two closed shapes, one truncated and two pointed bottoms, and one each of curved, vertical, and slanted left sides; the missing cell must be closed, pointed, with a curved left side.",
Challenge Problems D,Challenge Problem D-12,6,1,6,0.9,10.96,3056,266,190,0.043860,"Each row and column contains cells with 2, 3, and 4 objects exactly once, so the missing cell needs 2 objects (curves matching the row's style).",
Challenge Problems E,Challenge Problem E-01,6,1,6,0.97,13.66,3056,474,415,0.054260,Each third cell is the pixel XOR (symmetric difference) of the first two cells in the row and column.,
Challenge Problems E,Challenge Problem E-02,3,0,7,0.97,9.44,3056,312,250,0.046160,The third cell is the XOR of the first two cells' fill patterns (filled where exactly one of the two is filled).,
Challenge Problems E,Challenge Problem E-03,5,1,5,0.98,22.67,3056,276,211,0.044360,"Each third cell contains the intersection of the shapes in the first two cells (both rows and columns), leaving only the triangle.",
Challenge Problems E,Challenge Problem E-04,5,1,5,0.95,9.67,3056,298,228,0.045460,"In each row, the first cell is the union of the second and third cells, so the missing cell is the right vertical-striped strip left after removing the plain square",
Challenge Problems E,Challenge Problem E-05,6,1,6,0.9,6.88,3056,173,102,0.039210,"Number of polygon sides increases by 2 along each row and column (8,10,12 in last row), so the answer is a 12-sided polygon.",
Challenge Problems E,Challenge Problem E-06,7,1,7,0.9,13.2,3056,661,584,0.063610,"The total number of sides in the third cell equals the sum of sides in the first two cells (3+4=7, 6+3=9, 9+7=16 = four squares).",
Challenge Problems E,Challenge Problem E-07,5,1,5,0.9,6.19,3056,145,62,0.037810,"The number of star points increases by 2 across each row and down each column (4,6,8 / 6,8,10 / 8,10,12), so the missing cell is a 12-pointed star.",
Challenge Problems E,Challenge Problem E-08,5,0,7,0.85,7.85,3056,232,181,0.042160,The third column always contains the four-pointed star (each row ends with the same star shape).,
Challenge Problems E,Challenge Problem E-09,5,0,1,0.8,15.32,3056,663,602,0.063710,"In the third row all figures are identical mouth-left pacman shapes, so the missing cell repeats G and H.",
Challenge Problems E,Challenge Problem E-10,1,1,1,0.95,23.9,3056,1392,1307,0.100160,"Treating ▲ as +1 and ▼ as −1, the third cell's value equals the sum of the first two in each row and column (here +2 −1 = +1, one upward triangle).",
Challenge Problems E,Challenge Problem E-11,3,1,3,0.9,9.86,3056,497,426,0.055410,"One shape is added each step, alternating X and O, filling the 3x3 grid; the ninth added shape is a circle in the bottom-right.",
Challenge Problems E,Challenge Problem E-12,5,1,5,0.97,6.6,3056,116,40,0.036360,"Number of birds increases by one across each row and down each column (1,2,3 / 2,3,4 / 3,4,5), so the missing cell has five birds.",
