ProblemSet,RavensProblem,Answer,Correct,Truth,Confidence,LatencySeconds,InputTokens,OutputTokens,ReasoningTokens,CostUSD,Rule,Error
Basic Problems C,Basic Problem C-08,5,1,5,0.9,247.33,2467,12419,12345,0.078872,"Black squares fill in from the bottom/right and subsequently turn white as a wave progresses toward the top-left, so both the third row (right-to-left recoloring) and third column (bottom-to-top recoloring) produce four white squares.",
Basic Problems C,Basic Problem C-09,2,1,2,0.65,417.33,2467,19473,19425,0.121196,"In each row the pair of shapes begin apart and pointing inward, overlap at the center, then continue outward so that they point away from each other.",
Basic Problems C,Basic Problem C-10,7,1,7,0.95,63.22,2467,3229,3177,0.023732,"Second cells add a fused adjacent copy (horizontally across rows, vertically down columns); third cells separate those copies, composing to a 2x2 grid of diamonds.",
Basic Problems C,Basic Problem C-11,4,1,4,0.95,40.08,2467,2031,1983,0.016544,Diamonds occupy the right column (height decreasing by 1 down each column) plus the bottom row (length increasing by 1 across each row).,
Basic Problems C,Basic Problem C-12,8,1,8,0.95,194.07,2467,10482,10397,0.067250,"Blacks occupy a fixed 2x2 white bottom-right plus a growing top+left frame whose cells appear by simple row/column thresholds (BL and TR always; TM except col 1; ML except row 1; TL in row 3 or col 3), so the missing cell is the fully filled frame.",
Basic Problems D,Basic Problem D-01,3,1,3,1,7.94,2467,390,345,0.007274,"Each row contains three identical figures (filled stars, then outline hearts, then outline octagons), so the missing cell matches G and H.",
Basic Problems D,Basic Problem D-02,1,1,1,1,8.76,2467,470,427,0.007562,"Each row and each column contains exactly one filled circle, one filled diamond and one filled triangle (a Latin square of the three shapes).",
Basic Problems D,Basic Problem D-03,3,1,3,0.95,16.0,2467,836,786,0.009374,"The three figure types (circle; triangle+circle; triangle+circle+square) form a Latin square, appearing once per row and column in cyclic order.",
Basic Problems D,Basic Problem D-04,1,1,1,1,4.83,2467,279,218,0.006416,"Each row has a constant inner shape (plus, star, heart) while the outer shape cycles through circle, diamond, square; each column has a constant outer shape while the inner shape cycles through plus, star, heart.",
Basic Problems D,Basic Problem D-05,7,1,7,1,10.67,2467,609,546,0.008396,"Each row uses one central shape (square, diamond, octagon) shown in three successive styles (circled, holed, dotted), while each column uses one style applied to the three successive shapes.",
Basic Problems D,Basic Problem D-06,1,1,1,0.95,32.36,2467,1740,1684,0.014798,"Nested squares decrease from 3 to 2 to 1 down each column (constant within each row) while the three inner shapes form a Latin square, appearing once per row and column.",
Basic Problems D,Basic Problem D-07,1,1,1,0.95,28.48,2467,1552,1499,0.013670,Inner shapes (plus/square/heart) and outer types (dots/circle/self-frame) each appear once per row and column (Latin squares with cyclic permutations).,
Basic Problems D,Basic Problem D-08,4,1,4,1,25.8,2467,1413,1365,0.012836,"Shapes (square/diamond/circle) and styles (solid/outline/nested) each form a Latin square, so the missing cell is a solid diamond.",
Basic Problems D,Basic Problem D-09,3,1,3,0.95,20.33,2467,1075,1013,0.010808,Shapes form a Latin square (circle/octagon/square once each per row/column) while the bars follow XOR (V XOR H = both) so the missing cell is an octagon with a vertical bar.,
Basic Problems D,Basic Problem D-10,1,1,1,1,26.96,2467,1580,1520,0.013838,"Each row/column contains the three centers (square, diamond, circle) and the three attachments (cardinal squares, cardinal lines, diagonal lines) exactly once, cycling so the missing cell is square + diagonal lines.",
Basic Problems D,Basic Problem D-11,3,1,3,0.95,24.67,2467,1255,1220,0.011888,The three distinct figures appear exactly once in each row and each column (Latin square).,
Basic Problems D,Basic Problem D-12,3,1,3,0.95,22.98,2467,1357,1302,0.013076,"Each row and column contains each shape (square/triangle/star) once and each quantity (3/4/5) once, so the missing cell must be 3 triangles.",
Basic Problems E,Basic Problem E-01,1,1,1,0.95,52.29,2467,2743,2697,0.021200,The third cell in each row and column is the union of the shapes in the first two cells (triangles pointing outward from a central square).,
Basic Problems E,Basic Problem E-02,7,1,7,1,11.48,2467,576,537,0.007814,Each third cell is the overlay (union) of the two preceding cells in its row (and likewise for columns).,
Basic Problems E,Basic Problem E-03,2,1,2,0.85,349.57,2467,16734,16691,0.104762,Each third figure is the union (overlay) of the diamonds in the first two figures of its row and of its column.,
Basic Problems E,Basic Problem E-04,-1,0,8,,508.59,2467,24870,24870,0.153578,,unparseable: 
Basic Problems E,Basic Problem E-05,5,1,5,1,43.22,2467,2307,2267,0.018200,The third panel in each row and column is the pixel-wise XOR (symmetric difference) of the first two panels.,
Basic Problems E,Basic Problem E-06,8,1,8,0.95,48.37,2467,2474,2415,0.019778,"The third cell in each row/column is the symmetric difference (XOR) of the shape features (triangles, plus, square, diamond) of the first two cells, with the center dot always present.",
Basic Problems E,Basic Problem E-07,3,1,3,1,17.23,2467,1051,995,0.011048,"Each cell is the element-wise XOR (symmetric difference) of the other two cells in its row and column, combining the independent features of outer border, corner squares, central circle, and cross.",
Basic Problems E,Basic Problem E-08,1,1,1,1,41.16,2467,2105,2063,0.017372,Each third figure is the XOR (symmetric difference) of the line segments present in the first two figures of its row or column.,
Basic Problems E,Basic Problem E-09,7,1,7,1,22.74,2467,1204,1161,0.011582,The third figure in each row and column is formed from the top shape of the first figure and the bottom shape of the second figure.,
Basic Problems E,Basic Problem E-10,8,1,8,0.95,33.63,2467,1620,1580,0.014078,The third cell in each row and column is the intersection of the first two cells (common overlapping black region).,
Basic Problems E,Basic Problem E-11,5,1,5,0.95,278.47,2467,13965,13911,0.088724,Each figure is a 3x3 binary grid; the third cell in every row (and column) is the cell-wise AND (black intersection) of the first two.,
Basic Problems E,Basic Problem E-12,6,1,6,0.95,312.85,2467,15141,15098,0.095588,Pooling the triangles of the first two cells in each row/column and canceling opposite-orientation pairs yields the third cell.,
Challenge Problems B,Challenge Problem B-01,6,1,6,0.9,50.29,2158,2371,2317,0.018350,Each row rotates the triangle(s) 90 degrees clockwise while the bottom row replaces the single large triangle with three smaller copies arranged into a similar larger triangle of the same orientation.,
Challenge Problems B,Challenge Problem B-02,1,1,1,0.62,870.11,2158,40286,40239,0.245456,Orientation (right-angle direction) decreases 45° clockwise across each row and increases 45° counterclockwise down each column.,
Challenge Problems B,Challenge Problem B-03,1,0,3,0.45,671.99,2158,31470,31422,0.192944,Concentric squares decrease by one down each column while regions are alternately filled black/white (outermost black) across each row.,
Challenge Problems B,Challenge Problem B-04,5,0,4,0.82,253.0,2158,11972,11919,0.075956,Top row uses 4 concentric circles and bottom row uses 3; left-to-right the n regions are filled alternately black/white beginning with black on the outside.,
Challenge Problems B,Challenge Problem B-05,6,1,6,0.85,29.69,2158,1416,1357,0.012236,"The right cell of each row is the left cell with the outer square removed (leaving empty if none remains), and analogously the bottom cell of each column is the top cell with the inner diamond removed.",
Challenge Problems B,Challenge Problem B-06,3,1,3,0.85,230.86,2158,10839,10784,0.069350,Left-to-right applies a vertical-axis reflection (and changes solid black to hatching); top-to-bottom applies a horizontal-axis reflection (fill type unchanged by column).,
Challenge Problems B,Challenge Problem B-07,6,1,6,0.85,343.92,2158,16418,16337,0.102632,"The cut-out quadrant is bottom-right in A, bottom-left in B (so bottom cuts in row 1, right cuts in column 1), top-right in C, thus top-left in the missing cell, with solid fill in row 1 and striped fill in row 2.",
Challenge Problems B,Challenge Problem B-08,4,1,4,0.95,7.25,2158,371,323,0.006350,Polygons increase by one side left-to-right and by two sides top-to-bottom (triangle-square over pentagon-hexagon).,
Challenge Problems B,Challenge Problem B-09,4,1,4,0.95,14.83,2158,821,767,0.009050,"The left-to-right change fills the shape solid black while preserving its outline, and the top-to-bottom change replaces the circle with a heart while preserving the fill.",
Challenge Problems B,Challenge Problem B-10,4,1,4,0.95,35.05,2158,1936,1888,0.015740,Rows apply a 90° clockwise rotation to the entire figure (positions and orientations); columns rotate each triangle 90° clockwise while keeping positions fixed.,
Challenge Problems B,Challenge Problem B-11,5,1,5,0.95,37.42,2158,1982,1931,0.016016,"Each row's right cell is the left-right reflection of its left cell, and each column's bottom cell is the up-down reflection of its top cell.",
Challenge Problems B,Challenge Problem B-12,1,1,1,0.85,67.86,2158,3453,3407,0.024458,The right cell in each row is the left cell rotated 90 degrees clockwise (an octagon is unchanged by this rotation due to symmetry).,
Challenge Problems C,Challenge Problem C-01,7,1,7,0.95,64.78,2467,3423,3385,0.025280,The three distinct figure types form a Latin square (each appears once per row and once per column).,
Challenge Problems C,Challenge Problem C-02,7,1,7,1,7.72,2467,435,397,0.007352,Each row and column increases the number of horizontally aligned squares by one from left to right and top to bottom.,
Challenge Problems C,Challenge Problem C-03,3,1,3,0.95,30.94,2467,1874,1826,0.015986,"Cell (i,j) contains an i-by-j grid of triangles that are filled iff i+j is odd (unfilled otherwise).",
Challenge Problems C,Challenge Problem C-04,8,1,8,0.95,26.19,2467,1508,1459,0.013406,"Vertical lines increase by one down each column (1,2,3) while horizontal lines increase by one across each row (1,2,3).",
Challenge Problems C,Challenge Problem C-05,4,1,4,0.85,68.29,2467,3404,3340,0.024782,"The number of shapes decreases by 1 along each row and each column (4-3-2 / 3-2-1 / 2-1-0), with circles on even counts and squares on odd counts.",
Challenge Problems C,Challenge Problem C-06,7,1,7,0.95,31.67,2467,1846,1783,0.015434,"Columns have constant shapes (triangles/circles/squares) arranged in 1/2/3 columns respectively, counts are row	imes column index (yielding 9 squares), and fill is empty iff row+column is even.",
Challenge Problems C,Challenge Problem C-07,3,1,3,0.95,34.35,2467,1885,1826,0.015668,"Each cell (i,j) (1-based) contains i*j black triangles arranged in an i-by-j grid, pointing down when i+j is even and up when odd.",
Challenge Problems C,Challenge Problem C-08,1,1,1,0.95,64.54,2467,3381,3325,0.024644,"Textures progress black -> diagonal hatch -> diamond lattice; rightward, the right half of each cell updates to the next texture (then the left half), and downward the bottom half updates similarly.",
Challenge Problems C,Challenge Problem C-09,7,1,7,0.95,20.35,2467,1145,1084,0.011228,"Each row uses the same pair of identical shapes (octagon, circle, diamond) that start separate with a connecting dot, then overlap with the small one on the right, then become concentric with a center dot.",
Challenge Problems C,Challenge Problem C-10,3,1,3,0.85,83.14,2467,4544,4491,0.031622,"Each row uses the same pair of different-sized shapes plus a central filled dot, shown separated (col1), then overlapping (col2), then concentric (col3).",
Challenge Problems C,Challenge Problem C-11,4,1,4,1,18.5,2467,1181,1118,0.011444,"Each cell (row i, column j) contains an i-by-j grid of the shape associated with column j (triangles, circles, squares), so the missing cell is a 3-by-3 grid of squares.",
Challenge Problems C,Challenge Problem C-12,2,1,2,0.95,44.27,2467,1471,1418,0.013568,"Each row and column contains each of the three shapes (triangle, circle, square) exactly once and each of the three sizes (small, medium, large) exactly once.",
Challenge Problems D,Challenge Problem D-01,2,1,2,0.95,65.96,2467,3789,3728,0.027092,Each cell is the Boolean OR (union) of a row-specific overlay (none / TL-quarter / left-half) and a column-specific overlay (none / TL-quarter / top-half).,
Challenge Problems D,Challenge Problem D-02,1,1,1,0.95,36.53,2467,1940,1900,0.016382,"Each cell is the previous cell rotated 90 degrees clockwise, holding both across every row and down every column.",
Challenge Problems D,Challenge Problem D-03,1,1,1,0.95,187.42,2467,10389,10337,0.066692,Each cell contains an isosceles right triangle whose right-angle vertex rotates 45° clockwise along each row and 45° counter-clockwise down each column.,
Challenge Problems D,Challenge Problem D-04,6,1,6,0.85,312.28,2467,15908,15866,0.099806,Each triangle is a right isosceles triangle rotated an additional 45 degrees clockwise per step rightward or downward.,
Challenge Problems D,Challenge Problem D-05,2,1,2,0.82,528.78,2467,25912,25842,0.159830,"In each row the middle cell is the overlay of the two 3/4-circles from the left cell (equivalently the right cell), and the right cell is the left cell with each 3/4-circle independently mirrored left-right.",
Challenge Problems D,Challenge Problem D-06,6,1,6,0.95,13.68,2467,767,705,0.008960,"Borders are constant across each row and progress from dashed to thin-solid to thick-double down the columns, while the three inner shapes form a Latin square (each appears once per row and column, cycling in order).",
Challenge Problems D,Challenge Problem D-07,4,1,4,1,9.32,2467,617,574,0.008060,"Shapes and fillings each form a Latin square (one of each per row and column), so the missing cell is a striped star.",
Challenge Problems D,Challenge Problem D-08,1,1,1,0.95,52.88,2467,3228,3167,0.023726,"Each row and column contains one each of 1/2/3 triangles, exactly one filled cell, and exactly one right-pointing cell (with 2-triangle figures stacked when right-pointing).",
Challenge Problems D,Challenge Problem D-09,7,1,7,0.95,33.65,2467,1984,1913,0.016262,"Backgrounds (checkered/empty/hatched) and bar types (plus/vertical/horizontal) each cycle rightward by one cell per row (equivalently, each appears once per row and column), so the missing cell is empty with a plus.",
Challenge Problems D,Challenge Problem D-10,5,1,5,0.95,52.73,2467,2772,2690,0.020990,The left column shows a large filled triangle pointing right/left/down; the middle column is constantly three small unfilled upward triangles in a 1-over-2 arrangement; the right column shows three small unfilled triangles matching the left column's orientation and clustered with two along the base and one at the point.,
Challenge Problems D,Challenge Problem D-11,5,1,5,0.7,207.85,2467,10650,10571,0.068258,"Each row and column contains exactly one 2-line figure, one 3-line figure and one 4-line figure (in the cyclic order 2-3-4 / 3-4-2 / 4-2-3); 3-line figures are closed triangles.",
Challenge Problems D,Challenge Problem D-12,6,1,6,0.82,177.68,2467,9552,9494,0.061670,"Counts of 2/3/4 objects form a Latin square, as do the three figure categories (parallel strokes, closed shapes, crosses), so the missing cell must contain 2 parallel strokes.",
Challenge Problems E,Challenge Problem E-01,6,1,6,0.95,89.53,2467,4901,4849,0.033764,Each cell is a 2x2 grid of unit squares; the third cell in every row and column is the XOR (symmetric difference) of the first two cells.,
Challenge Problems E,Challenge Problem E-02,7,1,7,1,54.94,2467,3568,3520,0.025766,"Each cell is the element-wise union (logical OR of black triangles) of the two cells to its left in the row, which also holds for columns.",
Challenge Problems E,Challenge Problem E-03,5,1,5,1,17.27,2467,1110,1070,0.011594,Each cell's shapes are the set-intersection of the two preceding cells in its row (and likewise down each column).,
Challenge Problems E,Challenge Problem E-04,5,1,5,0.85,214.22,2467,10604,10534,0.067982,"In each row the left figure is the side-by-side juxtaposition of the middle and right figures (and analogously the top figure of each column is the vertical juxtaposition of the other two), so the missing cell is the remaining vertical-striped rectangle.",
Challenge Problems E,Challenge Problem E-05,6,1,6,0.95,57.38,2467,3116,3060,0.023054,The polygons increase by two sides in each step rightward along rows and downward along columns (4-6-8; 6-8-10; 8-10-12).,
Challenge Problems E,Challenge Problem E-06,7,1,7,0.95,30.96,2467,1786,1738,0.015074,The total number of sides of the polygons in each cell equals the sum of the totals from the two preceding cells in its row and in its column.,
Challenge Problems E,Challenge Problem E-07,5,1,5,0.95,45.19,2467,2681,2610,0.020444,"The stars have 4, 6, 8 points in the first row, 6, 8, 10 in the second, and thus 8, 10, 12 in the third (increasing by 2 along each row and column).",
Challenge Problems E,Challenge Problem E-08,7,1,7,0.82,537.2,2467,27572,27507,0.169790,"Each row and column contains three figures whose point/side counts (12,16,4 / 8,4,4 / 4,12,8) form an additive triple, and each row contains exactly one convex polygon.",
Challenge Problems E,Challenge Problem E-09,1,1,1,0.95,156.68,2467,8695,8640,0.056912,"The mouth-orientation angle of each third cell (clockwise from east) equals the sum of the angles of the first two cells modulo 360, holding for every row and every column.",
Challenge Problems E,Challenge Problem E-10,1,1,1,1,73.22,2467,4350,4283,0.030458,"Each cell contains a multiset of up- and/or down-pointing triangles; the third cell of every row and column is obtained by pooling the triangles of the first two cells and cancelling every opposite pair, leaving only the unmatched majority orientation.",
Challenge Problems E,Challenge Problem E-11,3,1,3,0.95,82.4,2467,4537,4481,0.031580,"Each cell in row-major order adds one new mark, alternating O/X (starting from the center O in A), so the final cell is H plus a bottom-right O.",
Challenge Problems E,Challenge Problem E-12,5,1,5,0.95,11.81,2467,660,627,0.008702,The number of birds increases by one across each row and down each column.,
