ProblemSet,RavensProblem,Answer,Correct,Truth,Confidence,LatencySeconds,InputTokens,OutputTokens,ReasoningTokens,CostUSD,Rule,Error
Challenge Problems C,Challenge Problem C-06,7,1,7,1.0,6.07,18838,470,372,0.015891,"The matrix follows a multiplication grid where row index (1 to 3) determines rows and column index (1 to 3) determines columns of shapes, with alternating fill (hollow/solid/hollow in rows 1 and 3, solid/hollow/solid in row 2) and shapes constant per column (triangles, circles, squares).",
Challenge Problems C,Challenge Problem C-07,3,1,3,1.0,4.79,18838,312,247,0.015298,"The grid dimensions of triangles correspond to the row and column index (row × col), and the triangles alternate orientation (down, up, down / up, down, up / down, up, down).",
Challenge Problems C,Challenge Problem C-08,1,1,1,1.0,9.9,18838,641,587,0.016532,"Across each row, the pattern in the quadrants shifts from black to diagonal stripes to diamond checks, with the right half changing first and then the left half.",
Challenge Problems C,Challenge Problem C-09,7,1,7,1.0,6.55,18838,276,223,0.015163,"Across each row, the smaller shape moves progressively from the outside into the center of the larger shape to form concentric shapes with the dot at the center.",
Challenge Problems C,Challenge Problem C-10,3,1,3,1.0,6.95,18838,375,320,0.015535,"In each row, the two shapes move from being separated by a central dot, to overlapping around the dot, to becoming concentric with the dot at their center.",
Challenge Problems C,Challenge Problem C-11,4,1,4,1.0,5.13,18838,427,351,0.015730,"The rows determine the number of vertical elements (1, 2, 3) and the columns determine the shape and horizontal count (triangles × 1, circles × 2, squares × 3), requiring a 3x3 grid of squares.",
Challenge Problems C,Challenge Problem C-12,2,1,2,1.0,15.15,18838,609,550,0.016412,"Each row and column contains a triangle, a square, and a circle of three distinct sizes (small, medium, large), requiring a medium-sized circle in the missing cell.",
Challenge Problems D,Challenge Problem D-01,2,1,2,1.0,14.75,18838,1142,1082,0.018411,"Across each row, the third figure adds the top-right quadrant to the second figure, and down each column, the third figure adds the bottom-left quadrant to the second figure.",
Challenge Problems D,Challenge Problem D-02,1,1,1,1.0,7.81,18838,664,614,0.016619,"In each row and column, the shape with a 90-degree cutout rotates clockwise by 90 degrees at each step.",
Challenge Problems D,Challenge Problem D-03,1,1,1,1.0,13.89,18838,1192,1143,0.018599,"Across each row, the triangle rotates 45 degrees clockwise; down each column, it rotates 45 degrees counterclockwise.",
Challenge Problems D,Challenge Problem D-04,6,1,6,1.0,7.25,18838,772,716,0.017024,"The triangles rotate clockwise by 45 degrees in a continuous sequence from left to right, top to bottom (progressing one step per cell along the diagonals).",
Challenge Problems D,Challenge Problem D-05,2,1,2,1.0,25.86,18838,1850,1791,0.021066,"The middle cell shows the union of the cut-out lines from the two circles, and the third cell swaps the orientations of the cut-outs from facing inward to facing outward.",
Challenge Problems D,Challenge Problem D-06,6,1,6,1.0,4.2,18838,348,290,0.015433,"Each row features a consistent outer square style (dashed, single solid, double solid) and a Latin-square permutation of the inner symbols (star, propeller, diamond).",
Challenge Problems D,Challenge Problem D-07,4,1,4,1.0,7.61,18838,400,342,0.015629,"Each row and column contains each of the three shapes (star, heart, octagon) and each of the three fill patterns (outline, striped, solid black) exactly once.",
Challenge Problems D,Challenge Problem D-08,1,1,1,1.0,17.9,18838,1996,1908,0.021614,"Each row and column contains 1, 2, and 3 triangles; exactly one cell with filled black triangles and two with outline triangles; and exactly one cell pointing right and two pointing up. The 2 right-pointing triangles align vertically along the base, completing the pattern.",
Challenge Problems D,Challenge Problem D-09,7,1,7,1.0,7.37,18838,678,624,0.016671,"Each row and column contains a Latin square of background patterns (blank, diagonal stripes, diamond checker) and bar configurations (vertical, horizontal, cross).",
Challenge Problems D,Challenge Problem D-10,5,1,5,1.0,8.03,18838,868,821,0.017383,The third column rotates the triangle configuration and individual triangle orientations from the second column to match the pointing direction of the first column.,
Challenge Problems D,Challenge Problem D-11,5,1,5,1.0,17.5,18838,1494,1407,0.019731,"Each row and column contains one symmetric shape, one right-angled shape, and one curved-side shape; across the three shapes of each type, the combinations of top (open/closed) and bottom (sharp/flat) are (sharp, open), (flat, closed), and (sharp, closed).",
Challenge Problems D,Challenge Problem D-12,6,1,6,1.0,8.41,18838,955,895,0.017710,"Each row and column contains figures with 2, 3, and 4 items, consisting of closed polygons, cross shapes, and lines in straight, diagonal, or curved forms.",
Challenge Problems E,Challenge Problem E-01,6,1,6,1.0,5.63,18838,746,695,0.016926,The third cell in each row and column is the XOR (exclusive OR) of the first two cells across a 2x2 grid.,
Challenge Problems E,Challenge Problem E-02,7,1,7,1.0,8.88,18838,836,791,0.017264,Each cell in the third column is the union (OR) of the filled triangles from the first two columns.,
Challenge Problems E,Challenge Problem E-03,5,1,5,1.0,7.28,18838,596,542,0.016363,Each cell in the third column (and third row) is the intersection of the shapes present in the first two cells of that row (and column).,
Challenge Problems E,Challenge Problem E-04,5,1,5,1.0,15.34,18838,818,753,0.017196,"Each row decomposes the leftmost shape into its left and right components, and each column decomposes the top shape into its bottom and top components, so the missing shape is the top-right component consisting of vertical lines.",
Challenge Problems E,Challenge Problem E-05,6,1,6,1.0,8.63,18838,688,616,0.016709,"The number of sides of the polygon increases by 2 across each row and down each column (4, 6, 8; 6, 8, 10; 8, 10, 12).",
Challenge Problems E,Challenge Problem E-06,7,1,7,1.0,19.7,18838,2052,1997,0.021823,The total number of sides of the shapes in the third cell of each row/column equals the sum of the sides of the shapes in the first two cells.,
Challenge Problems E,Challenge Problem E-07,5,1,5,1.0,9.3,18838,661,602,0.016607,"The number of points on the star increases by 2 across each row and down each column, progressing from 8 to 10 to 12 in the third row.",
Challenge Problems E,Challenge Problem E-08,7,1,7,1.0,34.79,18838,1998,1932,0.021621,"In each row, the polygon's number of sides equals the difference in the number of points between the two stars (e.g., Row 3: 12 - 8 = 4).",
Challenge Problems E,Challenge Problem E-09,1,1,1,1.0,13.35,18838,1294,1241,0.018981,The orientation of the missing wedge in the third cell is the sum of the rotations of the first two cells (modulo 360°).,
Challenge Problems E,Challenge Problem E-10,1,1,1,1.0,8.4,18838,927,867,0.017605,"Each cell's value is the sum of upward triangles (+1) and downward triangles (-1), where the third cell in each row and column equals the sum of the first two.",
Challenge Problems E,Challenge Problem E-11,3,1,3,1.0,15.84,18838,734,652,0.016881,"The symbols alternate between O and X added to the 3x3 grid one-by-one sequentially from left-to-right, top-to-bottom across the matrix, so the final cell completes the full 3x3 grid with an O in the bottom-right corner.",
Challenge Problems E,Challenge Problem E-12,5,1,5,1.0,4.01,18838,332,285,0.015374,"The number of birds increases by one across each row and down each column, requiring 5 birds in the final cell.",
