ProblemSet,RavensProblem,Answer,Correct,Truth,Confidence,LatencySeconds,InputTokens,OutputTokens,ReasoningTokens,CostUSD,Rule,Error
Basic Problems C,Basic Problem C-04,8,1,8,0.97,22.71,2695,976,880,0.011246,"Each cell contains a grid of overlapping circles whose size is the product of its row and column indices: the row determines the number of vertically stacked circles (1, 2, 3) and the column determines the number of horizontally overlapped circles (1, 2, 3), so the missing cell needs a 3x3 grid of nine circles.",
Basic Problems C,Basic Problem C-05,3,1,3,1.0,15.99,2695,677,603,0.009452,"Moving right across each row a dot is added at the right point then the bottom-right point (moving down each column a dot is added at the left point then the bottom-left point), so the missing cell must show the star with dots at all five points.",
Basic Problems C,Basic Problem C-06,7,1,7,0.99,22.02,2695,739,655,0.009824,"Rectangle width increases constant-step across each row (40→80→120 px) while height increases constant-step down each column (40→80→120 px), so the missing cell must combine the widest width with the tallest height, i.e. a large square.",
Basic Problems C,Basic Problem C-07,2,1,2,1,22.18,2695,817,726,0.010292,"The diamond stays fixed at the center while the circle moves around a 3x3 grid of positions (top-left, top, top-right across row 1; left, center, right across row 2; bottom-left, bottom, bottom-right across row 3), so the missing cell has the diamond at center with the circle at bottom-right.",
Basic Problems C,Basic Problem C-08,5,1,5,0.95,48.64,2695,2173,2088,0.018428,"Each cell is the union of a row pattern and a column pattern where a square appearing in exactly one component is black and a square appearing in both becomes an unfilled outline; since the third row and third column components are both full 2x2 black grids, all four squares overlap and become unfilled.",
Basic Problems C,Basic Problem C-09,2,1,2,0.95,55.01,2695,1945,1870,0.017060,"In each row the two shapes move toward each other and overlap in the middle cell, then pass through each other so that in the third cell they appear separated again but mirrored (pointing outward), as seen with the triangles in rows 1 and 2.",
Basic Problems C,Basic Problem C-10,7,1,7,0.98,22.19,2695,759,677,0.009944,"Column 2 duplicates the column-1 figure horizontally with overlap and column 3 duplicates it horizontally without overlap, while row 2 duplicates the row-1 figure vertically with overlap and row 3 vertically without overlap, so the missing cell is four separated diamonds in a 2x2 grid.",
Basic Problems C,Basic Problem C-11,4,1,4,1.0,19.37,2695,777,716,0.010052,"Across each row one diamond is added to the bottom row while down each column the top diamond of the right column is removed, so the missing cell contains only the full bottom row of three diamonds.",
Basic Problems C,Basic Problem C-12,8,1,8,0.95,102.73,2695,5468,5389,0.038198,"Across each row the top band fills black from the right (one more cell per step) and down each column the left band fills black from the bottom (one more cell per step), so the missing cell must have both a completely black top row and a completely black left column.",
Basic Problems D,Basic Problem D-01,3,1,3,1.0,10.26,2695,321,268,0.007316,"Each row repeats the same shape unchanged across all columns (filled star, outlined heart, outlined octagon), so the missing cell must be an outlined octagon.",
Basic Problems D,Basic Problem D-02,1,1,1,1.0,8.21,2695,224,168,0.006734,"Each row and column contains each of the three shapes (circle, diamond, triangle) exactly once, all filled black, so the missing cell must be a filled circle.",
Basic Problems D,Basic Problem D-03,3,1,3,1.0,12.6,2695,478,412,0.008258,"Each row and column contains exactly one cell with a single circle, one with triangle+circle, and one with triangle+circle+square (Latin square of shape counts), so the missing cell must be a single circle.",
Basic Problems D,Basic Problem D-04,1,1,1,1,8.83,2695,267,207,0.006992,"Each row has a constant inner symbol (plus, star, heart) while the outer frame changes across columns as circle, diamond, square, so the missing cell must be a heart inside a square.",
Basic Problems D,Basic Problem D-05,7,1,7,1,11.45,2695,357,284,0.007532,"Each row keeps the same inner shape (square, diamond, octagon): column 1 shows it filled inside a large circle, column 2 shows it with a white circular hole, and column 3 shows it solid black with two small dots above and below.",
Basic Problems D,Basic Problem D-06,1,1,1,0.98,15.12,2695,507,432,0.008432,"The number of concentric squares decreases by one per row (3, 2, 1), while the inner shape forms a Latin square (circle, plus, triangle each appear once per row and column), so the missing cell needs one square containing a circle.",
Basic Problems D,Basic Problem D-07,1,1,1,0.98,22.97,2695,830,757,0.010370,"Each row and column contains each inner shape (plus, square, heart) exactly once and each outer context (four dots, circle outline, matching-shape outline) exactly once, so the missing cell must be a filled square surrounded by four dots.",
Basic Problems D,Basic Problem D-08,4,1,4,0.98,17.69,2695,609,542,0.009044,"Each row and column contains each shape (square, diamond, circle) exactly once and each rendering style (solid, outline, outline-with-solid-inside) exactly once, so the missing cell must be a solid diamond.",
Basic Problems D,Basic Problem D-09,3,1,3,1.0,15.74,2695,455,388,0.008120,"Each row and column contains each outer shape (circle, octagon, square) and each inner bar pattern (vertical, horizontal, cross) exactly once, so the missing cell must be an octagon with a vertical bar.",
Basic Problems D,Basic Problem D-10,1,1,1,1.0,19.88,2695,637,570,0.009212,"Each row and column contains each central shape (square, diamond, circle) and each spoke type (detached squares, diagonal lines, orthogonal lines) exactly once, so the missing cell must be a square with diagonal spokes.",
Basic Problems D,Basic Problem D-11,3,1,3,1,15.05,2695,573,508,0.008828,"Each row and column contains exactly one of each star variant (fully solid star, star with black points and white pentagon center, outlined star with black pentagon center), so the missing cell must be the fully solid star.",
Basic Problems D,Basic Problem D-12,3,1,3,0.97,16.4,2695,723,656,0.009728,"Each row and column contains each shape (squares, triangles, stars) exactly once with counts 3, 4, 5 each used once per row/column, so the missing cell must be 3 triangles.",
Basic Problems E,Basic Problem E-01,1,1,1,0.97,36.14,2695,1288,1222,0.013118,"The third cell in each row (and column) is the pixel union of the first two cells, so the missing cell combines G's up/left triangles with H's right/down triangles into a four-triangle cross.",
Basic Problems E,Basic Problem E-02,7,1,7,0.98,14.81,2695,538,479,0.008618,"Each third cell is the pixel union of the first two cells in its row (and column), so the missing cell must superimpose the plus, circle, X and square.",
Basic Problems E,Basic Problem E-03,2,1,2,0.98,39.9,2695,2023,1928,0.017528,"The third figure in each row and column is the pixel union of the first two (C = A∪B, F = D∪E, G = A∪D, H = B∪E), so the missing cell is G∪H = C∪F, forming the 8-diamond ring without a center diamond.",
Basic Problems E,Basic Problem E-04,8,1,8,0.9,174.64,2695,8904,8841,0.058814,"In each row, the third figure is the first figure with the second figure's shape removed (A−B=C and D−E=F, so the answer is G minus H's single square).",
Basic Problems E,Basic Problem E-05,5,1,5,0.97,27.39,2695,905,833,0.010820,"Each row/column combines by symmetric difference (XOR): elements present in both cells cancel (circle disappears), overlapping fills punch out (small square hollows the star), and unique elements remain, so square+circle XOR circle leaves just the square.",
Basic Problems E,Basic Problem E-06,8,1,8,0.97,37.15,2695,1751,1682,0.015896,"In each row, the third cell keeps the center dot plus the elements added in the second cell while removing the elements unique to the first cell (triangles/square), so from H the square is removed leaving diamond + dot.",
Basic Problems E,Basic Problem E-07,3,1,3,0.98,21.18,2695,1018,947,0.011498,"Each cell contains two of three elements (circle, corner squares, and cross/or border), and the third cell is the symmetric difference (XOR) of the first two, so circle+cross with circle+squares yields cross+squares.",
Basic Problems E,Basic Problem E-08,1,1,1,1.0,17.8,2695,810,753,0.010250,"Each third figure retains only the line segments that appear in exactly one of the first two figures (symmetric difference/XOR of segments), which holds for both rows and columns.",
Basic Problems E,Basic Problem E-09,7,1,7,1.0,21.09,2695,762,700,0.009962,"The third cell in each row and column combines the top (outline) shape of the first cell with the bottom (filled) shape of the second cell, giving a white triangle over a black square.",
Basic Problems E,Basic Problem E-10,8,1,8,0.97,21.49,2695,760,697,0.009950,"The third figure in each row (and column) is the pixel intersection of the first two: only the spikes common to both remain, so left-only ∩ right-only leaves just the square core.",
Basic Problems E,Basic Problem E-11,5,1,5,1.0,27.15,2695,1340,1296,0.013430,The third figure in each row (and column) is the pixel intersection (overlap) of the first two figures.,
Basic Problems E,Basic Problem E-12,6,1,6,0.95,77.04,2695,3968,3862,0.029198,"In each row and column, the third cell is the net combination of the first two cells where an up-triangle counts +1 and a down-triangle counts -1 (opposite orientations cancel), e.g. 3 up + 1 down = 2 up and (down-up-down) + (up-down) = 1 down, so 2 up + 1 down = 1 up.",
Challenge Problems B,Challenge Problem B-01,6,1,6,0.98,33.57,2204,1301,1198,0.012214,"From column 1 to column 2 the figure rotates 90° clockwise (up-pointing triangle becomes right-pointing), and from row 1 to row 2 the single triangle is replaced by three triangles in the same triangular arrangement, so the missing cell must be cell C rotated 90° clockwise: three right-pointing triangles positioned at top-left, middle-right and bottom-left.",
Challenge Problems B,Challenge Problem B-02,1,1,1,0.95,104.6,2204,5015,4924,0.034498,"Each step to the right rotates the triangle 45° clockwise (A→B) and each step down rotates it 45° counterclockwise (A→C), so the missing cell (C rotated 45° clockwise = B rotated 45° counterclockwise) is the upward-pointing triangle.",
Challenge Problems B,Challenge Problem B-03,1,0,3,0.75,269.6,2204,11332,11262,0.072400,"Moving across a row the concentric squares keep their count but alternate rings become filled black; moving down a column the number of squares drops from five to three, so the missing cell must show three squares with alternating black/white rings.",
Challenge Problems B,Challenge Problem B-04,1,0,4,0.6,326.47,2204,15563,15478,0.097786,"From left to right, pairs of consecutive circles become filled black rings (alternating shading), leaving any unpaired circle as a thin outline; thus the 5-circle figure becomes two black rings plus a thin circle, and the 3-circle figure C becomes one black ring plus one thin circle with a white center.",
Challenge Problems B,Challenge Problem B-05,6,1,6,0.95,24.72,2204,820,750,0.009328,"Across each row the square is removed (A's square+diamond becomes B's diamond), and down each column the diamond is removed (A becomes C's square), so from C's plain square nothing remains, giving an empty cell.",
Challenge Problems B,Challenge Problem B-06,3,1,3,0.95,48.69,2204,1834,1741,0.015412,"Moving across a row, the square is mirrored (diagonal flips) and the solid black fill becomes hatching; equivalently down a column the square is mirrored while keeping the fill type, so the missing cell is C mirrored with hatching (or B mirrored with hatching), i.e., the hatched upper-left triangle above the / diagonal.",
Challenge Problems B,Challenge Problem B-07,6,1,6,0.97,31.82,2204,1009,944,0.010462,"Across a row the shape is reflected horizontally; down a column it is reflected vertically and the fill changes from solid black to striped, so the missing cell must be the striped circle with the top-left quadrant removed.",
Challenge Problems B,Challenge Problem B-08,4,1,4,0.99,8.79,2204,303,251,0.006226,"The number of polygon sides increases by one across each row (and by two down each column), so the missing cell must be a hexagon.",
Challenge Problems B,Challenge Problem B-09,4,1,4,1.0,13.92,2204,469,398,0.007222,"Moving across a row the fill changes from vertical stripes to solid black while the shape stays the same, and moving down a column the shape changes from circle to heart while the fill stays the same, so the missing cell is a solid black heart.",
Challenge Problems B,Challenge Problem B-10,4,1,4,0.97,45.33,2204,1939,1851,0.016042,"Going across a row the whole configuration rotates 90° clockwise (triangles and layout), and going down a column the triangles rotate 90° clockwise in orientation while keeping the layout, so the missing cell must show down-pointing triangles in the same top-left/middle-right/bottom-left layout as cell B.",
Challenge Problems B,Challenge Problem B-11,5,1,5,1,32.8,2204,1350,1280,0.012508,"Going across a row the shape is mirrored horizontally (A→B), and going down a column it is mirrored vertically (A→C), so the missing cell is C mirrored horizontally (equivalently B mirrored vertically), which is option 5.",
Challenge Problems B,Challenge Problem B-12,1,1,1,0.95,37.3,2204,1607,1534,0.014050,"From left to right in each row, the shape is rotated 90° clockwise (up-triangle becomes right-triangle); an octagon rotated 90° maps onto itself, so the missing cell is the same octagon as C.",
Challenge Problems C,Challenge Problem C-01,7,1,7,0.97,51.86,2695,2115,2025,0.018080,"The matrix is a Latin square: each row and each column contains exactly one of each of the three concentric-square patterns (thin outlines with black center; thick black rings with outlined white center; thin outer outline plus two black rings with white center), so the missing cell must be the thin-outlined pattern with a solid black center.",
Challenge Problems C,Challenge Problem C-02,7,1,7,1,7.6,2695,253,207,0.006908,"The number of horizontally arranged squares increases by one across each row and down each column, so the missing cell needs five horizontal squares.",
Challenge Problems C,Challenge Problem C-03,3,1,3,1.0,18.46,2695,767,700,0.009992,"The number of triangles equals row index times column index arranged in a rows-by-columns grid, and fill alternates checkerboard-style (outlined/black), so the missing cell must be a 3x3 grid of nine outlined triangles.",
Challenge Problems C,Challenge Problem C-04,8,1,8,1,10.18,2695,407,336,0.007832,"The number of vertical lines equals the row index (1, 2, 3) and the number of horizontal lines equals the column index (1, 2, 3), so the missing cell needs 3 vertical and 3 horizontal lines.",
Challenge Problems C,Challenge Problem C-05,4,1,4,0.97,22.55,2695,950,861,0.011090,"Across each row (and down each column) the shape count decreases by one (bottom-right shape removed first, then bottom-left) while the shape type alternates circle/square, giving counts 4-3-2, 3-2-1, 2-1-0, so the missing cell is empty.",
Challenge Problems C,Challenge Problem C-06,7,1,7,0.99,21.12,2695,678,592,0.009458,"Down each column the shape count increases arithmetically (triangles 1-2-3, circles 2-4-6, squares 3-6-9) while fill alternates outlined/filled/outlined, so the missing cell must be nine outlined squares in a 3x3 grid.",
Challenge Problems C,Challenge Problem C-07,3,1,3,0.98,18.49,2695,721,637,0.009716,"The number of triangles in each cell equals the row number times the column number (1,2,3 / 2,4,6 / 3,6,9), and triangle orientation alternates checkerboard-style (down at the corners), so the missing cell needs 9 filled downward triangles.",
Challenge Problems C,Challenge Problem C-08,1,1,1,0.97,36.76,2695,1469,1360,0.014204,"Textures interpolate across rows and down columns: moving right, the left-side texture is replaced by the right-side texture (black→'/' in row 1, '\'→dots in row 3), and moving down, the top texture is replaced by the bottom texture (black→'\' in col 1, '/'→dots in col 3), so the missing cell must be entirely filled with the dot/checker texture.",
Challenge Problems C,Challenge Problem C-09,7,1,7,0.99,15.4,2695,546,480,0.008666,"In each row the small shape moves progressively inward (separate → overlapping → concentric inside the large shape with a center dot), so the diamond row must end with a small diamond concentric inside the large diamond.",
Challenge Problems C,Challenge Problem C-10,3,1,3,0.98,12.64,2695,445,382,0.008060,"In each row the large and small shapes progress from separated to partially overlapping to concentric while retaining the central dot, so the octagon row must end with concentric octagons containing a dot.",
Challenge Problems C,Challenge Problem C-11,4,1,4,0.98,14.91,2695,637,569,0.009212,"Each column keeps one shape (triangles, circles, squares) arranged in a grid of (row number) rows by (column number) columns, so the missing cell must be a 3x3 grid of nine squares.",
Challenge Problems C,Challenge Problem C-12,2,1,2,0.97,15.56,2695,519,458,0.008504,"Each row and column contains each shape (triangle, circle, square) and each size (small, medium, large) exactly once, so the missing cell must be a medium-sized circle.",
Challenge Problems D,Challenge Problem D-01,2,1,2,0.95,52.48,2695,2362,2286,0.019562,"Each cell equals the union of a row pattern (empty, top-left quadrant, left half) and a column pattern (empty, top-left quadrant, top half), so the missing cell is left half ∪ top half = all black except the bottom-right quadrant.",
Challenge Problems D,Challenge Problem D-02,1,1,1,0.97,30.56,2695,1312,1245,0.013262,"The pac-man's notch rotates 90° clockwise along each row and down each column (a Latin square of orientations: right, down, left, up), so the missing cell must have the notch facing right.",
Challenge Problems D,Challenge Problem D-03,1,1,1,1,36.81,2695,1381,1315,0.013676,"Each step rightward rotates the right-isosceles triangle 45° clockwise (and each step downward rotates it 45° counterclockwise), so after W and NW orientations the missing cell must point up.",
Challenge Problems D,Challenge Problem D-04,6,1,6,0.97,29.65,2695,1162,1098,0.012362,"The triangle rotates 45 degrees clockwise with each step to the right and each step down (N→NE→E→SE→S), so the missing cell must be a downward-pointing triangle.",
Challenge Problems D,Challenge Problem D-05,2,1,2,0.95,68.49,2695,2896,2810,0.022766,"In each row the third cell is the first cell reflected horizontally (and the middle cell is the two shapes superimposed into one circle, whose internal lines equal the union of the notch radii), so the missing cell is G mirrored: left pac-man missing its bottom-left quadrant, right missing its bottom-right quadrant.",
Challenge Problems D,Challenge Problem D-06,6,1,6,1.0,13.42,2695,483,401,0.008288,"Each row and column contains each inner shape (star, clover, diamond) exactly once, while the border style is constant per row (dashed in row 1, solid in row 2, double in row 3), so the missing cell needs a clover inside a double border.",
Challenge Problems D,Challenge Problem D-07,4,1,4,0.98,11.66,2695,425,361,0.007940,"Each row and column contains each shape (star, heart, octagon) and each fill style (outline, hatched, solid) exactly once, so the missing cell must be a hatched star.",
Challenge Problems D,Challenge Problem D-08,1,1,1,0.95,52.15,2695,2291,2210,0.019136,"Each row and column contains exactly one cell with 1, 2, and 3 triangles, exactly one filled cell, and exactly one cell of right-pointing (rotated 90°) triangles, so the missing cell must be two hollow right-pointing triangles stacked vertically.",
Challenge Problems D,Challenge Problem D-09,7,1,7,1.0,17.36,2695,668,602,0.009398,"Each row and column contains each fill texture (checkered, diagonal, plain) and each bar configuration (vertical, horizontal, cross) exactly once, so the missing cell must be a plain white circle with a cross.",
Challenge Problems D,Challenge Problem D-10,5,1,5,0.95,59.09,2695,2183,2098,0.018488,"The third cell in each row is the middle cell's cluster of three outlined triangles rotated to point the same direction as the large filled triangle in the first cell (right→C, left→F, so down→180° rotation of H: two down-triangles on top, one below).",
Challenge Problems D,Challenge Problem D-11,5,1,5,0.9,62.69,2695,2926,2843,0.022946,"Each row and column contains each left-edge type (curved, vertical, slanted) exactly once, a top edge in exactly two cells, and a truncated bottom edge in exactly one cell, so the missing cell must be closed with a curved left side, a top edge, and no bottom segment.",
Challenge Problems D,Challenge Problem D-12,6,1,6,0.9,77.21,2695,3719,3637,0.027704,"The number of objects in each row and column forms a Latin square of {2, 3, 4} (row 3 has 3, 4, so the missing cell needs 2 objects), and the third row uses curved arc-style shapes, so the answer is two arcs.",
Challenge Problems E,Challenge Problem E-01,6,1,6,0.97,22.01,2695,1054,999,0.011714,The third cell in each row/column is the symmetric difference (XOR) of the first two: overlapping squares are removed and non-overlapping squares are kept.,
Challenge Problems E,Challenge Problem E-02,7,1,7,0.98,25.09,2695,1203,1151,0.012608,"In each row and column, the third cell's filled triangles are the union (superposition) of the filled triangles of the first two cells.",
Challenge Problems E,Challenge Problem E-03,5,1,5,1,14.95,2695,612,550,0.009062,"Each cell contains the intersection (common shapes) of the two previous cells in its row/column, so the missing cell keeps only the triangle shared by {triangle, octagon} and {circle, triangle}.",
Challenge Problems E,Challenge Problem E-04,5,1,5,0.97,48.07,2695,2038,1964,0.017618,"In each row the first cell is the union of the second and third cells (the third cell is the first cell with the second cell's component removed), so the missing cell must be the plain square removed from G, leaving only the vertical-striped rectangle.",
Challenge Problems E,Challenge Problem E-05,6,1,6,0.98,12.11,2695,510,432,0.008450,"The number of polygon sides increases by 2 along each row and each column (4,6,8 / 6,8,10 / 8,10,12), so the missing cell must be a 12-sided dodecagon.",
Challenge Problems E,Challenge Problem E-06,7,1,7,0.95,33.76,2695,1677,1578,0.015452,"The total number of shape sides in the third cell equals the sum of the sides in the first two cells (row-wise and column-wise: 3+4=7, 6+3=9, 3+6=9, 4+3=7), so the missing cell needs 9+7=16 sides, i.e. four squares.",
Challenge Problems E,Challenge Problem E-07,5,1,5,0.97,11.84,2695,520,444,0.008510,"The number of star points increases by 2 along each row and down each column (4-6-8, 6-8-10, 8-10-12), so the missing cell needs a 12-pointed star.",
Challenge Problems E,Challenge Problem E-08,7,1,7,0.9,105.13,2695,5606,5503,0.039026,"In every row and column, one figure's number of sides/points equals the sum of the other two (12+4=16, 8=4+4, 12=8+4, 16=4+12), so the missing cell needs 8 points as a star since 4+4=8 and 4+8=12.",
Challenge Problems E,Challenge Problem E-09,6,0,1,0.85,158.66,2695,6907,6834,0.046832,"In each row the third cell is the first cell rotated 90° clockwise (E→S in row 1, W→N in row 2), so the left-facing pac-man in G/H must become an up-facing pac-man.",
Challenge Problems E,Challenge Problem E-10,1,1,1,0.97,76.22,2695,4029,3934,0.029564,"Up-pointing and down-pointing triangles cancel pairwise (like +1 and −1), so the third cell in each row and column shows the net remaining triangles (e.g., row 1: 2up+1down plus 3down leaves 2down; row 3: 2up plus 1down leaves 1up).",
Challenge Problems E,Challenge Problem E-11,3,1,3,0.98,31.25,2695,1544,1448,0.014654,"Reading the cells in order A→H, each cell adds exactly one new shape (alternating cross, circle, cross, ...), so the counts go 1,2,3 / 4,5,6 / 7,8,9 and the missing cell must be the full 3×3 arrangement with a circle added at the bottom-right.",
Challenge Problems E,Challenge Problem E-12,5,1,5,1.0,8.64,2695,316,249,0.007286,"The number of birds on the line increases by one across each row and down each column (row 3: 3, 4, 5; column 3: 3, 4, 5).",
