ProblemSet,RavensProblem,Answer,Correct,Truth,Confidence,LatencySeconds,InputTokens,OutputTokens,ReasoningTokens,CostUSD,Rule,Error
Challenge Problems C,Challenge Problem C-01,7,1,7,0.95,155.23,2624,17890,17850,0.024664,"The figure with a filled black center moves diagonally down the matrix, so the missing cell must match cells A and E.",
Challenge Problems C,Challenge Problem C-02,7,1,7,1.0,5.74,2624,504,459,0.001714,"The number of small squares increases by one across each row and down each column, so the missing cell should contain five horizontal squares.",
Challenge Problems C,Challenge Problem C-03,3,1,3,0.98,20.22,2624,3564,3514,0.002930,"The number of concentric squares increases by one across each row and down each column, so the missing cell must contain three nested squares matching the third row.",
Challenge Problems C,Challenge Problem C-04,8,1,8,1,12.29,2624,1266,1203,0.002720,"The number of vertical lines is constant per row (1, 2, 3) while the number of horizontal lines increases by 1 across each row, so the missing cell has 3 vertical and 3 horizontal lines.",
Challenge Problems C,Challenge Problem C-05,4,1,4,0.95,83.53,2624,9565,9515,0.013675,"In each row and column, the number of shapes decreases by one and the shape alternates between circles and squares, so the missing cell has zero shapes.",
Challenge Problems C,Challenge Problem C-06,7,1,7,1.0,8.25,2624,831,759,0.002146,"Each row and column contains one shape type (triangle, circle, square), the number of shapes increases by 1, 2, and 3 across rows respectively, and fill alternates open-filled-open, so the missing cell must contain 9 open squares.",
Challenge Problems C,Challenge Problem C-07,3,1,3,1.0,5.46,2624,473,425,0.001673,"Each row increases the number of triangles by 1, 2, 3 while alternating orientation; the missing cell has 9 downward triangles.",
Challenge Problems C,Challenge Problem C-08,1,1,1,0.95,27.42,2624,2970,2920,0.004969,"Across each row and down each column, the texture progresses from solid black to diagonal stripes to dot grid, so the missing cell must be entirely dot grid.",
Challenge Problems C,Challenge Problem C-09,3,0,7,0.95,20.03,2624,3476,3427,0.002871,"The number of nested squares increases by one each row, so the missing cell must contain three nested squares like the other cells in the third row.",
Challenge Problems C,Challenge Problem C-10,3,1,3,1,4.21,2624,593,551,0.000969,"The number of concentric squares increases by one in each row and column, so the missing cell must contain three nested squares.",
Challenge Problems C,Challenge Problem C-11,4,1,4,1,4.39,2624,378,328,0.001548,"Each row increases the number of items, and each column has a consistent shape: triangles, circles, then squares, so the missing cell should have 9 squares.",
Challenge Problems C,Challenge Problem C-12,2,1,2,1,19.31,2624,2081,2032,0.003796,"Each row and column contains one triangle, circle, and square, and one small, medium, and large size; the missing cell must be a medium circle.",
Challenge Problems D,Challenge Problem D-01,2,1,2,0.9,42.86,2624,4840,4785,0.007438,Moving right adds the top-right quadrant; moving down adds the bottom-left quadrant. Applying this to the left-half shape gives the square that is black except for the bottom-right quadrant.,
Challenge Problems D,Challenge Problem D-02,1,1,1,0.95,14.65,2624,1565,1518,0.003115,"Each shape rotates 90 degrees clockwise across each row and down each column, so the missing cell must have a notch opening to the right.",
Challenge Problems D,Challenge Problem D-03,4,0,1,0.95,14.58,2624,2664,2622,0.002336,"Across each row and column, the outer square increases in size while the central black square stays the same size.",
Challenge Problems D,Challenge Problem D-04,6,1,6,0.95,29.09,2624,3254,3204,0.005344,"The right-angle vertex of the triangle advances one position clockwise around the square across rows and down columns, so the missing cell is the downward-pointing triangle.",
Challenge Problems D,Challenge Problem D-05,8,0,2,0.95,68.99,2624,7707,7671,0.011222,"In each row, the third cell is the horizontal mirror image of the first cell.",
Challenge Problems D,Challenge Problem D-06,6,1,6,1.0,4.47,2624,407,356,0.001586,"Each row keeps the outer border style constant while the inner symbol cycles through star, flower, and diamond; the missing cell must have a double border and flower.",
Challenge Problems D,Challenge Problem D-07,4,1,4,1,5.15,2624,452,396,0.001646,"Each row and column contains each shape (star, heart, octagon) and each fill pattern (outline, striped, solid) exactly once, so the missing cell is a striped star.",
Challenge Problems D,Challenge Problem D-08,2,0,1,0.95,36.05,2624,4132,4056,0.006503,"Each row and column contains exactly one single, one side-by-side pair, and one triangular formation, with counts 1, 2, 3, two hollow shapes, and one right-pointing shape; the missing cell must be two hollow right-pointing triangles side by side.",
Challenge Problems D,Challenge Problem D-09,7,1,7,1,6.22,2624,583,529,0.001819,"Each row and column contains each orientation (vertical, horizontal, cross) and each background pattern (white, checker, stripes) exactly once; the missing cell must be a white cross.",
Challenge Problems D,Challenge Problem D-10,5,1,5,0.95,31.61,2624,3538,3471,0.005719,"The third column consists of the three small triangles from column 2 rotated to match the orientation of the large filled triangle in column 1, so the missing cell has three downward triangles arranged as a 180-degree rotation of column 2.",
Challenge Problems D,Challenge Problem D-11,8,0,5,0.95,144.61,2624,16946,16873,0.023418,"Each row and column contains exactly one figure with a curved line, and the total number of line segments in each column is 9 (with row totals increasing 8, 9, 10), so the missing cell must be a curved 4-segment shape.",
Challenge Problems D,Challenge Problem D-12,6,1,6,1.0,19.24,2624,2133,2067,0.003865,"Each row and column contains one set of closed shapes, one set of lines, and one set of crosses, with element counts 2, 3, and 4 in some order; the missing cell needs 2 curved lines.",
Challenge Problems E,Challenge Problem E-01,6,1,6,0.95,83.73,2624,9679,9622,0.013825,"Each cell is the symmetric difference (XOR) of the two other cells in its row and column; the missing cell is the XOR of G and H, a bottom-row horizontal rectangle.",
Challenge Problems E,Challenge Problem E-02,7,1,7,1.0,58.92,2624,6891,6839,0.010145,"In every row and column, the third panel is the union/superposition of the first two panels: a triangle is black if it appears black in either of the first two panels.",
Challenge Problems E,Challenge Problem E-03,5,1,5,0.95,28.28,2624,3194,3154,0.005265,The third figure in each row and column is the intersection (common shapes) of the first two figures.,
Challenge Problems E,Challenge Problem E-04,5,1,5,0.98,57.51,2624,6456,6390,0.009571,"In each row, the first figure is formed by placing the second figure on the left and the third figure on the right; therefore the missing figure is the vertical-striped rectangle that completes G when placed to the right of H.",
Challenge Problems E,Challenge Problem E-05,6,1,6,0.95,74.54,2624,8799,8753,0.012664,"Each row and column increases the polygon's number of sides by 2, so the missing cell must be a 12-sided polygon.",
Challenge Problems E,Challenge Problem E-06,1,0,7,0.8,202.69,2624,23728,23671,0.032370,"Across each row the total number of figures increases from 4 to 5 to 6, and the third column always contains exactly two figures, so the missing cell must contain two figures.",
Challenge Problems E,Challenge Problem E-07,5,1,5,1.0,20.43,2624,2282,2233,0.004061,"The number of star points increases by 2 across each row and down each column, so the missing cell must contain a 12-pointed star.",
Challenge Problems E,Challenge Problem E-08,7,1,7,0.92,269.87,2624,31790,31727,0.043012,"In each row, the third shape's number of sides/points is the absolute difference between the first two shapes' numbers, so row 3 gives |4-12|=8, an 8-pointed star.",
Challenge Problems E,Challenge Problem E-09,6,0,1,0.9,143.71,2624,16665,16613,0.023047,"In each row, the first figure rotated 90° clockwise gives the third figure, so the left-facing first figure in row 3 becomes an upward-facing circle.",
Challenge Problems E,Challenge Problem E-10,1,1,1,0.98,114.41,2624,13301,13230,0.018606,"In each row and column, assign up=+1 and down=-1, add the first two cells' values; the third cell has that many triangles, all pointed in the direction of the sign. Thus ? = +1 (one up triangle).",
Challenge Problems E,Challenge Problem E-11,3,1,3,0.95,44.42,2624,5094,5026,0.007773,"Starting from one circle in the center, each step adds one new shape in a new grid position, alternating the added shape type between X and O; the missing cell is the final 9-shape grid with the added shape being an O.",
Challenge Problems E,Challenge Problem E-12,5,1,5,1.0,4.12,2624,331,284,0.001486,"The number of birds on the perch increases by 1 across each row and down each column, so the missing cell needs 5 birds.",
