ProblemSet,RavensProblem,Answer,Correct,Truth,Confidence,LatencySeconds,InputTokens,OutputTokens,ReasoningTokens,CostUSD,Rule,Error
Basic Problems C,Basic Problem C-01,3,1,3,1.0,28.17,2984,1378,1319,0.008924,"Each row consists of identical figures, where the first row contains a single square, the second row contains two concentric squares, and the third row contains three concentric squares.",
Basic Problems C,Basic Problem C-02,4,1,4,0.99,25.38,2984,1250,1197,0.008362,"The size of the outer square increases progressively from left to right across rows and top to bottom down columns, while the central black square remains constant.",
Basic Problems C,Basic Problem C-03,4,1,4,1.0,44.06,2984,2252,2181,0.012370,"The number of diamonds in each cell equals the product of its row index and column index (row 1: 1,2,3; row 2: 2,4,6; row 3: 3,6,9)",
Basic Problems C,Basic Problem C-04,8,1,8,0.95,53.12,2984,2371,2305,0.012846,"The third cell in each row is the visual superposition (union) of the first two cells; specifically, Row 3 requires overlaying the 3 vertical circles of cell G onto the 6-circle pattern of cell H.",
Basic Problems C,Basic Problem C-05,3,1,3,0.98,32.6,2984,1530,1417,0.009482,"The number of black dots around the star increases by 1 moving left-to-right across each row (Row 1: 1→2→3, Row 2: 2→3→4, Row 3: 3→4→5) and similarly down each column (Col 1: 1→2→3, Col 2: 2→3→4, Col 3: 3→4→5).",
Basic Problems C,Basic Problem C-06,7,1,7,1,29.17,2984,1236,1167,0.008306,"In each row, the height of the rectangles increases from left to right; in each column, the width of the rectangles increases from top to bottom, such that the missing cell requires the maximum height and width (a large square).",
Basic Problems C,Basic Problem C-07,2,1,2,0.95,71.26,2984,3038,2980,0.015514,"In each column, the circle moves downward from top to middle to bottom while the diamond maintains its upper position, so the missing cell needs the circle at bottom-right with the diamond positioned above.",
Basic Problems C,Basic Problem C-08,4,0,5,1.0,75.8,2984,3335,3270,0.016702,"Each row and column in the matrix contains a total of 6 black squares; given the first two cells in the third row contain 4 and 2 black squares respectively, the missing cell must contain 0 black squares.",
Basic Problems C,Basic Problem C-09,8,0,2,0.95,132.33,2984,5524,5458,0.025458,"In each row, the first cell contains two shapes touching at their points (facing inward), the second cell contains the two shapes overlapped, and the third cell contains the two shapes placed side-by-side touching at their sides.",
Basic Problems C,Basic Problem C-10,7,1,7,0.95,84.67,2984,3775,3700,0.018462,"Each row progresses from fewer to more diamonds with increasing separation: Row 3 starts with 2 vertical-separated diamonds (G), expands to 4 diamonds as two horizontal touching-pairs (H), and ends with 4 fully-separated diamonds in a 2×2 grid.",
Basic Problems C,Basic Problem C-11,4,1,4,0.95,109.63,2984,5218,5080,0.024234,"Each cell (r,c) contains a number of black diamonds equal to r+c+1 for the first row pattern, but more precisely, column c has diamonds forming a vertical line on the right (length 4-c for rows 1-3 in col 1; actually col j has base count shifting), and the third column is the set union of the first two columns in each row, resulting in an L-shape with 3 diamonds on the bottom row and (4-r) diamond",
Basic Problems C,Basic Problem C-12,8,1,8,0.9,155.0,2984,7793,7723,0.034534,"Each row's third cell is the union (OR) of the first two cells' black squares, with position (1,1) always forced to black; applying this to row 3 gives the result equal to cell H.",
Basic Problems D,Basic Problem D-01,3,1,3,0.95,20.59,2984,912,856,0.007010,"Each row contains the same shape repeated across all three cells: row 1 has black stars, row 2 has outlined hearts, and row 3 has outlined octagons.",
Basic Problems D,Basic Problem D-02,1,1,1,1.0,14.31,2984,571,515,0.005646,"The matrix follows a Latin square pattern where each row and column contains exactly one circle, one diamond, and one triangle, all solid black; the missing cell must be the circle.",
Basic Problems D,Basic Problem D-03,3,1,3,1.0,21.22,2984,1036,965,0.007506,"The matrix follows a cyclic Latin square pattern where each row and column contains exactly one instance of each of the three figure types: a single circle (1 shape), a triangle-circle pair (2 shapes), and a triangle-circle-square trio (3 shapes).",
Basic Problems D,Basic Problem D-04,1,1,1,1,13.49,2984,614,559,0.005818,"Each row contains the same inner shape with outer shapes changing from circle to diamond to square, while each column contains the same outer shape with inner shapes changing from plus to star to heart.",
Basic Problems D,Basic Problem D-05,7,1,7,1.0,28.81,2984,1296,1227,0.008546,"Each row follows a consistent pattern where a central shape (Square, then Diamond, then Octagon) is first shown inside a circle, then as a solid frame around a white circle, and finally as an enlarged version with two dots placed vertically.",
Basic Problems D,Basic Problem D-06,1,1,1,1,18.85,2984,888,820,0.006914,"Each row has a consistent number of outer square borders (3 for row 1, 2 for row 2, 1 for row 3), and the inner shapes follow a cyclic permutation (Circle, Plus, Triangle) across the row.",
Basic Problems D,Basic Problem D-07,1,1,1,1.0,19.37,2984,872,806,0.006850,"Each row and column contains one instance each of the inner shapes (plus, square, heart) and the outer frames (dots, circle, self-outline); following this Latin square pattern, the missing cell requires a square within dots.",
Basic Problems D,Basic Problem D-08,4,1,4,1.0,30.36,2984,1553,1487,0.009574,"Each row and column contains exactly one square, one diamond, and one circle; and exactly one solid black shape, one unfilled white shape, and one double-concentric shape (with black inner and white outer ring).",
Basic Problems D,Basic Problem D-09,3,1,3,1.0,22.44,2984,1116,1062,0.007826,"Each row and column follows a cyclic permutation where the outer shape cycles through Circle, Octagon, Square and the inner pattern cycles through vertical bar, horizontal bar, cross.",
Basic Problems D,Basic Problem D-10,1,1,1,1,17.4,2984,882,825,0.006890,"Each row and column contains each combination of center shape (Square, Circle, Diamond) and surrounding element (Small Squares, Diagonal Lines, Straight Lines) exactly once.",
Basic Problems D,Basic Problem D-11,3,1,3,0.98,20.08,2984,1042,983,0.007530,"The matrix follows a Latin square pattern where each row and column cycles through three types of 5-pointed stars: solid black, points-filled with white center, and center-filled with white points.",
Basic Problems D,Basic Problem D-12,3,1,3,1,16.08,2984,874,817,0.006858,"Each row and column contains exactly one shape of each type (square, triangle, star) with counts 3, 4, and 5; the missing cell must contain 3 triangles.",
Basic Problems E,Basic Problem E-01,1,1,1,0.99,26.22,2984,1244,1192,0.008338,The third cell in each row is formed by the union (combination) of the shapes present in the first and second cells of that row.,
Basic Problems E,Basic Problem E-02,7,1,7,0.95,42.39,2984,1998,1936,0.011354,"Each cell in the third column is formed by combining (superimposing) the figures from the first and second cells of the same row; similarly, the third cell in each row combines its first two cells.",
Basic Problems E,Basic Problem E-03,1,0,2,0.85,153.4,2984,9031,8970,0.039486,Each row's third figure is the superposition (union) of the first two figures; combining the 4 diamonds in G and 4 diamonds in H yields the full 9-diamond pattern.,
Basic Problems E,Basic Problem E-04,8,1,8,0.9,113.8,2984,6208,6097,0.028194,"In each row, the third figure is obtained by subtracting (eroding) the second figure from the first figure; specifically, removing a portion of the first shape corresponding to the size/shape of the second shape results in the third shape (e.g., the long bar D minus the small square E yields the shorter bar F, and the 3-block L-shape G minus the small square H yields a 2-block L-shape).",
Basic Problems E,Basic Problem E-05,5,1,5,0.95,94.06,2984,5538,5396,0.025514,"The figure in the third cell of each row is formed by placing the resulting shape into the outer frame of the first cell, where the resulting shape is the difference between the main inner shape of the first cell and the inner shape of the second cell (specifically, removing the second cell's shape from the first cell's shape). For the third row, the first cell provides a square frame and an empty",
Basic Problems E,Basic Problem E-06,8,1,8,0.95,37.99,2984,1949,1856,0.011158,"In each row, the third cell retains only the new features added in the second cell (removing those present in the first cell) along with the central dot: Row 1 removes triangles to leave the cross, Row 2 removes triangles and the square border to leave the cross and diamond, and Row 3 removes the square border to leave only the diamond.",
Basic Problems E,Basic Problem E-07,3,1,3,1,59.84,2984,3337,3282,0.016710,Each row and column follows a symmetric difference (XOR) pattern where the third figure combines the unique elements of the first two figures while removing any elements they share.,
Basic Problems E,Basic Problem E-08,1,1,1,0.95,158.84,2984,9715,9619,0.042222,"The third cell in each row is formed by the union of specific components from the first two cells: Row 1 keeps the orthogonal lines (forming a Square), Row 2 keeps the diagonal lines (forming an X), and Row 3 keeps all components (combining the Hourglass's horizontal/diagonal lines with the vertical lines to form a Square with an X).",
Basic Problems E,Basic Problem E-09,7,1,7,1.0,21.17,2984,1237,1189,0.008310,The figure in the third column of each row is composed of the top shape from the first cell and the bottom shape from the second cell.,
Basic Problems E,Basic Problem E-10,8,1,8,0.95,26.29,2984,1472,1433,0.009250,The third figure in each row is the geometric intersection (overlap) of the first two figures.,
Basic Problems E,Basic Problem E-11,5,1,5,0.95,65.12,2984,3931,3849,0.019086,"The third cell in each row is the intersection (overlap) of the first two cells; specifically, cell C is the overlap of A and B, cell F is the overlap of D and E, and the missing cell is the overlap of G and H, resulting in three separate squares.",
Basic Problems E,Basic Problem E-12,5,0,6,0.95,169.7,2984,11166,11087,0.048026,"The matrix exhibits anti-diagonal symmetry where cell G matches cell C (both have 2 upward triangles) and cell H matches cell F (both have 1 downward triangle); therefore, the missing cell (bottom-right) should match cell A (top-left) which contains 3 upward triangles.",
Challenge Problems B,Challenge Problem B-01,5,0,6,0.95,89.09,2493,5408,5346,0.024410,"Each cell in the second row contains three smaller versions of the shape in the first row, and each cell in the second column contains the shape from the first column rotated 90 degrees clockwise.",
Challenge Problems B,Challenge Problem B-02,5,0,1,0.95,46.64,2493,2946,2879,0.014562,"The second row is the first row rotated 180 degrees; since cell C is cell B rotated 180 degrees, the missing cell must be cell A (upward triangle) rotated 180 degrees to become a downward-pointing triangle.",
Challenge Problems B,Challenge Problem B-03,2,0,3,0.95,59.89,2493,3391,3314,0.016342,"Each row transforms hollow concentric squares into a solid-filled alternating pattern (black-white-black), where the vertical dimension reduces the layer count (5 to 3) while the horizontal dimension converts the fill style, resulting in a thin-lined 3-layer alternating pattern for the bottom-right cell.",
Challenge Problems B,Challenge Problem B-04,4,1,4,0.9,63.91,2493,3753,3659,0.017790,"Each cell in the second column is formed by reducing the number of concentric circles in the corresponding first-column cell by one, then filling the resulting regions with alternating colors starting with black on the outside (A has 5 circles→B has 4 circles filled; C has 3 circles→? has 2 circles filled as a black annulus with white center)",
Challenge Problems B,Challenge Problem B-05,6,1,6,0.95,34.28,2493,2113,2039,0.011230,"Cell A is composed of the outer square (Cell C) and inner diamond (Cell B); applying the same removal logic (removing the outer shape when moving right, or removing the inner shape when moving down) to Cell C or Cell B leaves an empty cell.",
Challenge Problems B,Challenge Problem B-06,3,1,3,0.85,114.94,2493,7181,7095,0.031502,"Each row contains two complementary triangular halves (forming a complete square when combined) with alternating fill types (black then hatched), and the four cells cycle through the four corner positions (A: bottom-right black, B: top-left hatched, C: top-right black, D: bottom-left hatched)",
Challenge Problems B,Challenge Problem B-07,6,1,6,0.95,29.17,2493,1658,1604,0.009410,"Each row reflects the shape horizontally while keeping the color constant, and each column rotates the missing quadrant counter-clockwise by 90 degrees while changing from solid black to striped.",
Challenge Problems B,Challenge Problem B-08,4,1,4,0.98,12.19,2493,731,659,0.005702,"The number of sides of the polygon increases by 1 across each row and by 2 down each column (or sequentially: triangle=3, square=4, pentagon=5, so the missing shape is a hexagon with 6 sides).",
Challenge Problems B,Challenge Problem B-09,4,1,4,1.0,8.65,2493,478,419,0.004690,"In each row, the shape remains the same while the fill pattern changes from vertical stripes to solid black; in each column, the fill remains the same while the shape changes from circle to heart.",
Challenge Problems B,Challenge Problem B-10,4,1,4,0.95,74.63,2493,4518,4437,0.020850,"The orientation follows the sum of row and column indices (N at (1,1), E at (1,2)/(2,1), S at (2,2)), while the spatial formation is constant per column (Column 1 uses pyramid formation, Column 2 uses arrow formation).",
Challenge Problems B,Challenge Problem B-11,5,1,5,0.95,41.28,2493,2517,2455,0.012846,The four cells contain the four possible combinations of arrow direction (right/left) and notch position (top/bottom); cell D must be the left-pointing arrow with the notch on top to complete the set.,
Challenge Problems B,Challenge Problem B-12,4,0,1,0.95,38.12,2493,2247,2205,0.011766,Each figure in column 2 is a 90-degree clockwise rotation of the corresponding figure in column 1.,
Challenge Problems C,Challenge Problem C-01,7,1,7,0.95,38.67,2984,2245,2151,0.012342,"The matrix follows a Latin square pattern where each row and column contains exactly one of three figure types: Type A (thin concentric rings with black solid center), Type B (thick alternating bands with small white center), and Type C (thick alternating bands with larger white center); the missing cell must be Type A to complete both the third row and third column.",
Challenge Problems C,Challenge Problem C-02,7,1,7,1.0,8.95,2984,544,507,0.005538,The number of horizontally aligned squares increases by one across each row and down each column.,
Challenge Problems C,Challenge Problem C-03,3,1,3,0.98,18.7,2984,1283,1188,0.008494,"The number of triangles in each row follows addition (first cell count + second cell count = third cell count), and each column increases by a constant amount (col 1: +1, col 2: +2, col 3: +3); the color alternates such that the third column always matches the first column's color (white for row 3)",
Challenge Problems C,Challenge Problem C-04,8,1,8,0.99,31.13,2984,2081,2007,0.011686,"Each row i contains figures with exactly i vertical lines and increasing horizontal lines (1, 2, 3) left-to-right; each column j contains figures with exactly j horizontal lines and increasing vertical lines (1, 2, 3) top-to-bottom.",
Challenge Problems C,Challenge Problem C-05,2,0,4,0.95,43.27,2984,2778,2672,0.014474,"In each row, the third cell contains the same shape type as the first cell, and the number of shapes equals the count in the first cell minus the count in the second cell (Row 1: 4 circles - 3 squares = 2 circles; Row 2: 3 squares - 2 circles = 1 square; Row 3: 2 circles - 1 square = 1 circle).",
Challenge Problems C,Challenge Problem C-06,7,1,7,1.0,14.53,2984,923,849,0.007054,"Each column contains the same shape (triangles, then circles, then squares); each row contains shapes with counts following the sequence n, 2n, 3n where n is the row index; colors alternate down each column (white, black, white).",
Challenge Problems C,Challenge Problem C-07,3,1,3,0.98,20.99,2984,1420,1318,0.009042,"Each cell contains a number of triangles equal to its row index multiplied by its column index (Row 1: 1,2,3; Row 2: 2,4,6; Row 3: 3,6,9), with orientation alternating such that cells where row+col is even contain downward-pointing triangles and those where row+col is odd contain upward-pointing triangles.",
Challenge Problems C,Challenge Problem C-08,1,1,1,0.95,29.78,2984,1912,1845,0.011010,"Each row and column follows a linear progression where the proportion of textures shifts: Row 3 transitions from full diagonal (G) to half-diagonal/half-dots (H) to full-dots (answer), completing the sequence.",
Challenge Problems C,Challenge Problem C-09,7,1,7,1.0,14.91,2984,892,824,0.006930,"In each row, the third cell contains two concentric shapes (the inner shape nested inside the outer shape) with a central dot; row 1 uses octagons, row 2 uses circles, and row 3 uses diamonds.",
Challenge Problems C,Challenge Problem C-10,3,1,3,0.99,32.84,2984,1925,1835,0.011062,"Each row follows a progression where the first figure shows separated shapes with a center point, the second shows the same shapes overlapping with the center point inside, and the third shows the shapes nested/concentrically with the center point in the middle; additionally, each row features a specific shape type (circles, squares, then octagons).",
Challenge Problems C,Challenge Problem C-11,4,1,4,1,17.96,2984,1289,1215,0.008518,"The matrix follows a multiplicative rule where the number of shapes in each cell equals its row index multiplied by its column index, and the shape type corresponds to its specific column (triangles for col 1, circles for col 2, and squares for col 3).",
Challenge Problems C,Challenge Problem C-12,2,1,2,0.95,18.6,2984,1269,1213,0.008438,"Each row and column contains one Triangle, one Circle, and one Square (Latin square), and the sizes cycle through Medium-Small-Large shifted by one position per row/column.",
Challenge Problems D,Challenge Problem D-01,7,0,2,0.96,134.76,2984,8241,8138,0.036326,"The third row follows a pattern of identity where the first two cells (G and H) are identical left-filled squares; the missing cell completes this row identity. Additionally, the matrix exhibits a vertical progression where the first two columns shift from sparse/top-oriented to dense/left-oriented (vertical), implying the third column should also shift from its horizontal state (in C and F) to a ",
Challenge Problems D,Challenge Problem D-02,1,1,1,0.98,27.27,2984,1687,1648,0.010110,Each figure is rotated 90 degrees clockwise to produce the next figure in each row and column.,
Challenge Problems D,Challenge Problem D-03,1,1,1,1.0,66.9,2984,4226,4149,0.020266,"Each cell in the matrix is identical to the cell located diagonally above and to its left (i.e., the main diagonal and subsequent parallel diagonals consist of identical shapes); specifically, A equals E, B equals F, D equals H, implying the missing cell must equal E.",
Challenge Problems D,Challenge Problem D-04,6,1,6,1.0,91.0,2984,5572,5477,0.025650,"The figures follow a cyclic sequence of orientations (Pointing Up, Top-Right Corner, Pointing Right, Bottom-Right Corner, Pointing Down, etc.). The matrix fills this sequence along the anti-diagonals (or row-shifted), meaning the missing cell requires the next orientation in the sequence after 'Bottom-Right', which is 'Pointing Down'.",
Challenge Problems D,Challenge Problem D-05,8,0,2,0.95,76.02,2984,4356,4272,0.020786,"In each row, the third figure is derived from the first figure by applying a geometric transformation: Row 1 is Identity (no change), Row 2 is a Horizontal Mirror (reflection across the vertical axis), and Row 3 is a Vertical Mirror (reflection across the horizontal axis).",
Challenge Problems D,Challenge Problem D-06,6,1,6,1.0,16.58,2984,1090,1030,0.007722,"Each row has a consistent border style (dashed, solid single, solid double), and each row and column contains the three inner shapes (star, propeller, diamond) in a shifting cycle.",
Challenge Problems D,Challenge Problem D-07,4,1,4,1.0,12.78,2984,832,779,0.006690,"Each row and column contains exactly one star, heart, and octagon, as well as one white, striped, and black fill, following a cyclic shift pattern.",
Challenge Problems D,Challenge Problem D-08,2,0,1,0.98,33.21,2984,2325,2220,0.012662,"The matrix follows cyclic permutation patterns where each row and column contains exactly one cell with 1, 2, and 3 triangles; colors follow the cycle White-Black-White shifted left each row (and similarly down columns); orientations follow Right-Up-Up cycled left (Row: R,U,U → U,R,U → U,U,R; Col: R,U,U → U,R,U → U,U,R).",
Challenge Problems D,Challenge Problem D-09,7,1,7,0.95,18.0,2984,1267,1205,0.008430,"Each row and column contains exactly one of each background type (checkered, white, striped) and one of each bar style (vertical, horizontal, cross); the missing cell requires white background with a cross.",
Challenge Problems D,Challenge Problem D-10,5,1,5,0.95,47.49,2984,3009,2948,0.015398,"In each row, the third figure consists of three small triangles whose orientation matches the single large triangle in the first figure, arranged asymmetrically with the single triangle positioned at the leading edge (direction of orientation)",
Challenge Problems D,Challenge Problem D-11,8,0,5,0.95,128.92,2984,8362,8247,0.036810,"In the 2×2 submatrix formed by cells E, F, H, and the missing cell, opposite corners are identical: F and H are both straight V-shapes, therefore the missing cell must be identical to E (a closed quadrilateral with a curved left side); additionally, each column contains one 2-sided shape, one 3-sided shape, and one 4-sided shape, requiring a 4-sided figure in position (3,3).",
Challenge Problems D,Challenge Problem D-12,6,1,6,1.0,51.29,2984,3149,3048,0.015958,"Each row and column in the matrix follows a Latin square pattern containing exactly one cell with 2 items, one with 3 items, and one with 4 items; additionally, the shape types (Polygons, Lines, Cross-like) follow a cyclic shift across rows. Based on these rules, the missing cell must contain exactly 2 items belonging to the 'Line' category.",
Challenge Problems E,Challenge Problem E-01,6,1,6,0.99,62.78,2984,4008,3952,0.019394,"Each row's third figure is formed by the XOR (exclusive OR) operation applied to the first two figures, treating them as 2x2 grids of black and white cells.",
Challenge Problems E,Challenge Problem E-02,3,0,7,1.0,37.8,2984,2731,2674,0.014286,"Each cell in the third column is the element-wise XOR (exclusive OR) of the two preceding cells in its row, where white triangles represent 0 and black triangles represent 1.",
Challenge Problems E,Challenge Problem E-03,5,1,5,1.0,21.21,2984,1465,1413,0.009222,Each cell contains a set of shapes; the third cell in each row and column contains the intersection (common shapes) of the sets in the first two cells.,
Challenge Problems E,Challenge Problem E-04,5,1,5,0.98,33.01,2984,2031,1974,0.011486,"In each row, the third figure is obtained by subtracting the elements of the second figure from the first figure (i.e., keeping only the unique components of the first figure).",
Challenge Problems E,Challenge Problem E-05,6,1,6,1,10.88,2984,739,697,0.006318,The number of sides of the polygon increases by 2 as you move one cell to the right or one cell down.,
Challenge Problems E,Challenge Problem E-06,3,0,7,0.85,77.67,2984,5744,5621,0.026338,"Column 1 contains triangles with count 1,2,3; Column 3 contains combinations where each entry includes a square (from Column 2 Row 1) paired with a polygon that progresses (triangle→pentagon→octagon matching the Row's Column 2 shape), with the total shape count in Row 3 Column 3 being 3 (one square and two octagons) to match the count pattern.",
Challenge Problems E,Challenge Problem E-07,5,1,5,1.0,23.77,2984,1526,1474,0.009466,The number of points on the black star shape increases by 2 as you move one cell to the right or one cell down.,
Challenge Problems E,Challenge Problem E-08,5,0,7,0.95,33.65,2984,2261,2215,0.012406,"Each cell in the third column contains the same 4-pointed star shape, as seen in cells C and F",
Challenge Problems E,Challenge Problem E-09,1,1,1,1.0,60.36,2984,4612,4530,0.021810,"The orientation of the shape in each cell corresponds to a value (East=0, North=1, West=2, South=3), and the value in the third cell of each row (and column) is the sum of the values in the first two cells modulo 4.",
Challenge Problems E,Challenge Problem E-10,6,0,1,0.95,63.49,2984,5118,5056,0.023834,"In each column, the last two cells are identical: column 1 has A=D, column 2 has E=G, therefore column 3 must have F=?",
Challenge Problems E,Challenge Problem E-11,3,1,3,0.95,44.39,2984,3562,3502,0.017610,"Each cell sequentially adds one shape to a 3x3 grid in a fixed order (alternating O then X), so the 9th cell completes the grid with a circle at bottom-right.",
Challenge Problems E,Challenge Problem E-12,5,1,5,1,10.18,2984,613,569,0.005814,The number of birds increases by one as you move from left to right in each row and from top to bottom in each column.,
